Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player solution from team ROSE has the following stats: R2.0: 1.09 ACS: 205.8 K:D: 1.06 KAST: 72.0 ADR: 137.5 KPR: 0.73 APR: 0.39 FKPR: 0.09 FDPR: 0.05 HS%: 35.0 CL%: 16.0 KMax: 24.0 K: 217.0 D: 205.0 A: 115.0 FK: 28.0 FD: 16.0 Rnd: 296,solution,ROSE,"astra, omen, brimstone",115.0,205.8,137.5,0.39,,16.0,205.0,16.0,0.05,28.0,0.09,35.0,217.0,1.06,72.0,24.0,0.73,1.09,296
Player Nick from team MORBIDLY OBESE has the following stats: R2.0: 1.09 ACS: 194.4 K:D: 1.04 KAST: 76.0 ADR: 125.7 KPR: 0.71 APR: 0.46 FKPR: 0.07 FDPR: 0.04 HS%: 28.0 CL%: 13.0 KMax: 24.0 K: 196.0 D: 188.0 A: 127.0 FK: 18.0 FD: 10.0 Rnd: 276,Nick,MORBIDLY OBESE,"omen, astra, viper",127.0,194.4,125.7,0.46,,13.0,188.0,10.0,0.04,18.0,0.07,28.0,196.0,1.04,76.0,24.0,0.71,1.09,276
Player yoman from team Nongshim RedForce has the following stats: R2.0: 1.06 ACS: 193.9 K:D: 1.01 KAST: 72.63 ADR: 129.2 KPR: 0.67 APR: 0.39 FKPR: 0.08 FDPR: 0.08 HS%: 23.0 CL%: 14.18 KMax: 30.54 K: 541.3 D: 536.53 A: 315.18 FK: 55.09 FD: 60.1 Rnd: 1597,yoman,Nongshim RedForce,"fade, skye, kayo",315.18,193.9,129.2,0.39,,14.18,536.53,60.1,0.08,55.09,0.08,23.0,541.3,1.01,72.63,30.54,0.67,1.06,1597
Player tylerboy from team Team Reckaroo has the following stats: R2.0: 1.08 ACS: 228.7 K:D: 1.03 KAST: 72.0 ADR: 151.0 KPR: 0.79 APR: 0.2 FKPR: 0.16 FDPR: 0.14 HS%: 27.0 CL%: 10.0 KMax: 26.0 K: 210.0 D: 204.0 A: 54.0 FK: 43.0 FD: 36.0 Rnd: 265,tylerboy,Team Reckaroo,"jett, raze, reyna",54.0,228.7,151.0,0.2,,10.0,204.0,36.0,0.14,43.0,0.16,27.0,210.0,1.03,72.0,26.0,0.79,1.08,265
Player DBK from team BreakThru Academy has the following stats: R2.0: 1.08 ACS: 223.2 K:D: 1.13 KAST: 72.0 ADR: 143.7 KPR: 0.8 APR: 0.19 FKPR: 0.21 FDPR: 0.17 HS%: 25.0 CL%: 17.0 KMax: 37.0 K: 293.0 D: 260.0 A: 70.0 FK: 77.0 FD: 64.0 Rnd: 368,DBK,BreakThru Academy,"jett, raze, cypher",70.0,223.2,143.7,0.19,,17.0,260.0,64.0,0.17,77.0,0.21,25.0,293.0,1.13,72.0,37.0,0.8,1.08,368
Player YanLi from team ONE Team Esports has the following stats: R2.0: 1.09 ACS: 202.36 K:D: 1.07 KAST: 75.32 ADR: 133.52 KPR: 0.7 APR: 0.41 FKPR: 0.08 FDPR: 0.07 HS%: 32.03 CL%: 16.18 KMax: 24.71 K: 341.57 D: 317.26 A: 188.37 FK: 40.09 FD: 34.24 Rnd: 864,YanLi,ONE Team Esports,"kayo, viper, breach",188.37,202.36,133.52,0.41,,16.18,317.26,34.24,0.07,40.09,0.08,32.03,341.57,1.07,75.32,24.71,0.7,1.09,864
Player NOVEMBER from team FaRt Clan has the following stats: R2.0: 1.08 ACS: 218.1 K:D: 1.1 KAST: 66.0 ADR: 145.1 KPR: 0.78 APR: 0.19 FKPR: 0.11 FDPR: 0.12 HS%: 26.0 CL%: 16.0 KMax: 25.0 K: 295.0 D: 269.0 A: 70.0 FK: 41.0 FD: 46.0 Rnd: 377,NOVEMBER,FaRt Clan,"jett, raze, yoru",70.0,218.1,145.1,0.19,,16.0,269.0,46.0,0.12,41.0,0.11,26.0,295.0,1.1,66.0,25.0,0.78,1.08,377
Player alexiiik from team GoNext Esports has the following stats: R2.0: 1.07 ACS: 236.88 K:D: 1.16 KAST: 69.0 ADR: 151.84 KPR: 0.85 APR: 0.15 FKPR: 0.2 FDPR: 0.18 HS%: 31.04 CL%: 16.08 KMax: 31.44 K: 966.15 D: 833.75 A: 174.21 FK: 232.6 FD: 205.25 Rnd: 2281,alexiiik,GoNext Esports,"jett, raze, killjoy",174.21,236.88,151.84,0.15,,16.08,833.75,205.25,0.18,232.6,0.2,31.04,966.15,1.16,69.0,31.44,0.85,1.07,2281
Player Leozin from team RED Canids has the following stats: R2.0: 1.08 ACS: 239.8 K:D: 1.14 KAST: 70.0 ADR: 151.5 KPR: 0.83 APR: 0.23 FKPR: 0.17 FDPR: 0.15 HS%: 27.0 CL%: 23.0 KMax: 29.0 K: 686.0 D: 602.0 A: 188.0 FK: 137.0 FD: 123.0 Rnd: 823,Leozin,RED Canids,"raze, jett, sova",188.0,239.8,151.5,0.23,,23.0,602.0,123.0,0.15,137.0,0.17,27.0,686.0,1.14,70.0,29.0,0.83,1.08,823
Player tokyo from team Burger Boyz 2.0 has the following stats: R2.0: 1.08 ACS: 209.4 K:D: 1.13 KAST: 74.0 ADR: 140.3 KPR: 0.75 APR: 0.24 FKPR: 0.06 FDPR: 0.06 HS%: 31.0 CL%: 6.0 KMax: 25.0 K: 282.0 D: 250.0 A: 90.0 FK: 24.0 FD: 21.0 Rnd: 374,tokyo,Burger Boyz 2.0,"killjoy, jett, chamber",90.0,209.4,140.3,0.24,,6.0,250.0,21.0,0.06,24.0,0.06,31.0,282.0,1.13,74.0,25.0,0.75,1.08,374
Player BeomJun from team FearX has the following stats: R2.0: 1.07 ACS: 220.0 K:D: 1.06 KAST: 70.0 ADR: 139.0 KPR: 0.74 APR: 0.27 FKPR: 0.12 FDPR: 0.09 HS%: 20.0 CL%: 16.0 KMax: 28.0 K: 431.0 D: 407.0 A: 157.0 FK: 72.0 FD: 55.0 Rnd: 580,BeomJun,FearX,"viper, killjoy, jett",157.0,220.0,139.0,0.27,,16.0,407.0,55.0,0.09,72.0,0.12,20.0,431.0,1.06,70.0,28.0,0.74,1.07,580
Player d1srupt from team True Rippers has the following stats: R2.0: 1.08 ACS: 212.37 K:D: 1.04 KAST: 71.69 ADR: 140.62 KPR: 0.74 APR: 0.33 FKPR: 0.08 FDPR: 0.08 HS%: 27.56 CL%: 15.13 KMax: 26.93 K: 687.94 D: 658.79 A: 303.08 FK: 76.91 FD: 75.01 Rnd: 1825,d1srupt,True Rippers,"jett, breach, omen",303.08,212.37,140.62,0.33,,15.13,658.79,75.01,0.08,76.91,0.08,27.56,687.94,1.04,71.69,26.93,0.74,1.08,1825
Player Aru from team SLT Seongnam has the following stats: R2.0: 0.92 ACS: 166.36 K:D: 0.84 KAST: 71.43 ADR: 109.43 KPR: 0.59 APR: 0.4 FKPR: 0.04 FDPR: 0.07 HS%: 25.98 CL%: 17.41 KMax: 24.41 K: 233.02 D: 287.16 A: 162.92 FK: 16.57 FD: 30.33 Rnd: 784,Aru,SLT Seongnam,"breach, skye, fade",162.92,166.36,109.43,0.4,,17.41,287.16,30.33,0.07,16.57,0.04,25.98,233.02,0.84,71.43,24.41,0.59,0.92,784
Player BaWaN from team 3DMAX has the following stats: R2.0: 1.07 ACS: 210.4 K:D: 1.07 KAST: 71.0 ADR: 138.6 KPR: 0.73 APR: 0.23 FKPR: 0.1 FDPR: 0.08 HS%: 25.0 CL%: 18.0 KMax: 24.0 K: 276.0 D: 258.0 A: 86.0 FK: 36.0 FD: 29.0 Rnd: 378,BaWaN,3DMAX,"killjoy, viper, chamber",86.0,210.4,138.6,0.23,,18.0,258.0,29.0,0.08,36.0,0.1,25.0,276.0,1.07,71.0,24.0,0.73,1.07,378
Player Grmekista from team Diamant Esports has the following stats: R2.0: 1.03 ACS: 185.03 K:D: 1.01 KAST: 72.0 ADR: 123.91 KPR: 0.65 APR: 0.32 FKPR: 0.07 FDPR: 0.07 HS%: 21.6 CL%: 16.6 KMax: 23.2 K: 672.88 D: 674.42 A: 346.02 FK: 71.8 FD: 71.79 Rnd: 2014,Grmekista,Diamant Esports,"killjoy, cypher, chamber",346.02,185.03,123.91,0.32,,16.6,674.42,71.79,0.07,71.8,0.07,21.6,672.88,1.01,72.0,23.2,0.65,1.03,2014
Player aimhunterr from team Triple Esports Club has the following stats: R2.0: 0.96 ACS: 222.34 K:D: 0.96 KAST: 66.06 ADR: 147.12 KPR: 0.76 APR: 0.19 FKPR: 0.14 FDPR: 0.19 HS%: 25.0 CL%: 19.51 KMax: 30.26 K: 329.11 D: 350.96 A: 84.59 FK: 64.22 FD: 85.68 Rnd: 797,aimhunterr,Triple Esports Club,"jett, raze, skye",84.59,222.34,147.12,0.19,,19.51,350.96,85.68,0.19,64.22,0.14,25.0,329.11,0.96,66.06,30.26,0.76,0.96,797
Player Tag from team DSYRE has the following stats: R2.0: 1.08 ACS: 207.59 K:D: 1.1 KAST: 73.5 ADR: 138.51 KPR: 0.75 APR: 0.32 FKPR: 0.08 FDPR: 0.09 HS%: 30.04 CL%: 17.5 KMax: 28.01 K: 464.57 D: 424.45 A: 203.97 FK: 51.57 FD: 56.05 Rnd: 1251,Tag,DSYRE,"raze, cypher, killjoy",203.97,207.59,138.51,0.32,,17.5,424.45,56.05,0.09,51.57,0.08,30.04,464.57,1.1,73.5,28.01,0.75,1.08,1251
Player Zimo from team Twisted Minds Esports has the following stats: R2.0: 1.04 ACS: 192.8 K:D: 1.03 KAST: 73.39 ADR: 126.21 KPR: 0.68 APR: 0.34 FKPR: 0.06 FDPR: 0.06 HS%: 35.84 CL%: 15.48 KMax: 26.61 K: 636.54 D: 620.65 A: 317.11 FK: 60.34 FD: 55.04 Rnd: 1790,Zimo,Twisted Minds Esports,"viper, omen, brimstone",317.11,192.8,126.21,0.34,,15.48,620.65,55.04,0.06,60.34,0.06,35.84,636.54,1.03,73.39,26.61,0.68,1.04,1790
Player welyy from team Blue Otter has the following stats: R2.0: 1.17 ACS: 213.43 K:D: 1.11 KAST: 74.58 ADR: 146.67 KPR: 0.73 APR: 0.38 FKPR: 0.07 FDPR: 0.05 HS%: 27.53 CL%: 16.83 KMax: 27.7 K: 229.76 D: 209.19 A: 118.56 FK: 21.53 FD: 14.53 Rnd: 630,welyy,Blue Otter,"sova, breach, fade",118.56,213.43,146.67,0.38,,16.83,209.19,14.53,0.05,21.53,0.07,27.53,229.76,1.11,74.58,27.7,0.73,1.17,630
Player pancc from team Hero Base has the following stats: R2.0: 1.04 ACS: 205.39 K:D: 1.11 KAST: 71.01 ADR: 135.8 KPR: 0.71 APR: 0.22 FKPR: 0.1 FDPR: 0.09 HS%: 25.98 CL%: 17.99 KMax: 26.51 K: 875.49 D: 789.33 A: 274.07 FK: 128.88 FD: 114.41 Rnd: 2450,pancc,Hero Base,"viper, killjoy, cypher",274.07,205.39,135.8,0.22,,17.99,789.33,114.41,0.09,128.88,0.1,25.98,875.49,1.11,71.01,26.51,0.71,1.04,2450
Player Kohliii from team Velocity Gaming has the following stats: R2.0: 0.99 ACS: 192.0 K:D: 0.92 KAST: 72.34 ADR: 126.32 KPR: 0.65 APR: 0.38 FKPR: 0.06 FDPR: 0.08 HS%: 24.01 CL%: 12.01 KMax: 25.67 K: 498.9 D: 551.12 A: 287.75 FK: 44.63 FD: 62.26 Rnd: 1391,Kohliii,Velocity Gaming,"sova, omen, astra",287.75,192.0,126.32,0.38,,12.01,551.12,62.26,0.08,44.63,0.06,24.01,498.9,0.92,72.34,25.67,0.65,0.99,1391
Player req from team Mochi Fanclub has the following stats: R2.0: 1.03 ACS: 216.99 K:D: 1.1 KAST: 67.62 ADR: 142.93 KPR: 0.78 APR: 0.19 FKPR: 0.11 FDPR: 0.12 HS%: 38.51 CL%: 19.25 KMax: 25.81 K: 218.43 D: 200.56 A: 54.98 FK: 28.97 FD: 31.78 Rnd: 542,req,Mochi Fanclub,"jett, raze, chamber",54.98,216.99,142.93,0.19,,19.25,200.56,31.78,0.12,28.97,0.11,38.51,218.43,1.1,67.62,25.81,0.78,1.03,542
Player Hydro from team Area of Effect has the following stats: R2.0: 1.07 ACS: 207.9 K:D: 1.12 KAST: 73.0 ADR: 139.8 KPR: 0.74 APR: 0.16 FKPR: 0.06 FDPR: 0.08 HS%: 28.0 CL%: 14.0 KMax: 24.0 K: 154.0 D: 137.0 A: 34.0 FK: 13.0 FD: 16.0 Rnd: 209,Hydro,Area of Effect,"killjoy, omen, cypher",34.0,207.9,139.8,0.16,,14.0,137.0,16.0,0.08,13.0,0.06,28.0,154.0,1.12,73.0,24.0,0.74,1.07,209
Player Lime from team FOKUS has the following stats: R2.0: 1.13 ACS: 220.64 K:D: 1.18 KAST: 70.76 ADR: 147.45 KPR: 0.78 APR: 0.2 FKPR: 0.13 FDPR: 0.11 HS%: 30.91 CL%: 18.91 KMax: 27.15 K: 853.24 D: 743.46 A: 217.03 FK: 132.36 FD: 120.92 Rnd: 2105,Lime,FOKUS,"jett, killjoy, yoru",217.03,220.64,147.45,0.2,,18.91,743.46,120.92,0.11,132.36,0.13,30.91,853.24,1.18,70.76,27.15,0.78,1.13,2105
Player pyrolll from team Acend has the following stats: R2.0: 1.1 ACS: 205.19 K:D: 1.09 KAST: 71.75 ADR: 133.84 KPR: 0.72 APR: 0.32 FKPR: 0.09 FDPR: 0.1 HS%: 30.13 CL%: 15.01 KMax: 25.25 K: 461.56 D: 419.23 A: 190.98 FK: 59.2 FD: 60.22 Rnd: 1200,pyrolll,Acend,"jett, kayo, raze",190.98,205.19,133.84,0.32,,15.01,419.23,60.22,0.1,59.2,0.09,30.13,461.56,1.09,71.75,25.25,0.72,1.1,1200
Player fainz from team PPP has the following stats: R2.0: 0.96 ACS: 217.55 K:D: 1.01 KAST: 64.48 ADR: 141.13 KPR: 0.77 APR: 0.14 FKPR: 0.17 FDPR: 0.19 HS%: 27.97 CL%: 14.86 KMax: 28.03 K: 408.12 D: 405.81 A: 70.65 FK: 89.89 FD: 100.14 Rnd: 1055,fainz,PPP,"jett, raze, neon",70.65,217.55,141.13,0.14,,14.86,405.81,100.14,0.19,89.89,0.17,27.97,408.12,1.01,64.48,28.03,0.77,0.96,1055
Player Reduxx from team Oxygen Esports has the following stats: R2.0: 1.05 ACS: 233.16 K:D: 1.1 KAST: 72.4 ADR: 148.69 KPR: 0.8 APR: 0.18 FKPR: 0.18 FDPR: 0.17 HS%: 22.6 CL%: 15.05 KMax: 28.58 K: 581.57 D: 530.24 A: 125.14 FK: 131.87 FD: 117.94 Rnd: 1244,Reduxx,Oxygen Esports,"jett, raze, neon",125.14,233.16,148.69,0.18,,15.05,530.24,117.94,0.17,131.87,0.18,22.6,581.57,1.1,72.4,28.58,0.8,1.05,1244
Player fletcher from team The Silk Road has the following stats: R2.0: 1.06 ACS: 202.4 K:D: 1.05 KAST: 75.0 ADR: 129.8 KPR: 0.72 APR: 0.39 FKPR: 0.08 FDPR: 0.06 HS%: 26.0 CL%: 18.0 KMax: 25.0 K: 307.0 D: 291.0 A: 168.0 FK: 33.0 FD: 26.0 Rnd: 429,fletcher,The Silk Road,"omen, astra, viper",168.0,202.4,129.8,0.39,,18.0,291.0,26.0,0.06,33.0,0.08,26.0,307.0,1.05,75.0,25.0,0.72,1.06,429
Player iBrocky from team The Great Escape has the following stats: R2.0: 0.97 ACS: 189.3 K:D: 0.87 KAST: 66.43 ADR: 126.75 KPR: 0.64 APR: 0.31 FKPR: 0.05 FDPR: 0.1 HS%: 25.41 CL%: 14.55 KMax: 24.55 K: 174.43 D: 198.59 A: 84.24 FK: 11.84 FD: 24.55 Rnd: 526,iBrocky,The Great Escape,"kayo, viper, skye",84.24,189.3,126.75,0.31,,14.55,198.59,24.55,0.1,11.84,0.05,25.41,174.43,0.87,66.43,24.55,0.64,0.97,526
Player McKinley from team Arena Internet Cafe has the following stats: R2.0: 1.05 ACS: 200.58 K:D: 1.04 KAST: 70.33 ADR: 136.99 KPR: 0.7 APR: 0.3 FKPR: 0.06 FDPR: 0.08 HS%: 24.75 CL%: 16.09 KMax: 29.57 K: 453.66 D: 438.17 A: 196.43 FK: 39.48 FD: 50.91 Rnd: 1268,McKinley,Arena Internet Cafe,"sova, skye, viper",196.43,200.58,136.99,0.3,,16.09,438.17,50.91,0.08,39.48,0.06,24.75,453.66,1.04,70.33,29.57,0.7,1.05,1268
Player PROFEK from team GoNext Esports has the following stats: R2.0: 1.15 ACS: 208.05 K:D: 1.24 KAST: 75.74 ADR: 136.41 KPR: 0.76 APR: 0.36 FKPR: 0.08 FDPR: 0.07 HS%: 27.95 CL%: 13.74 KMax: 31.16 K: 791.74 D: 625.8 A: 362.18 FK: 89.81 FD: 70.04 Rnd: 1670,PROFEK,GoNext Esports,"omen, viper, astra",362.18,208.05,136.41,0.36,,13.74,625.8,70.04,0.07,89.81,0.08,27.95,791.74,1.24,75.74,31.16,0.76,1.15,1670
Player silenx from team Winthrop University has the following stats: R2.0: 0.95 ACS: 190.73 K:D: 0.93 KAST: 70.5 ADR: 127.44 KPR: 0.67 APR: 0.28 FKPR: 0.1 FDPR: 0.09 HS%: 33.2 CL%: 13.5 KMax: 22.9 K: 434.12 D: 479.93 A: 193.92 FK: 67.6 FD: 57.1 Rnd: 1127,silenx,Winthrop University,"killjoy, viper, omen",193.92,190.73,127.44,0.28,,13.5,479.93,57.1,0.09,67.6,0.1,33.2,434.12,0.93,70.5,22.9,0.67,0.95,1127
Player Treelover from team ESC Gaming has the following stats: R2.0: 0.95 ACS: 181.87 K:D: 0.86 KAST: 69.35 ADR: 119.4 KPR: 0.62 APR: 0.35 FKPR: 0.07 FDPR: 0.09 HS%: 29.82 CL%: 14.92 KMax: 24.74 K: 305.98 D: 361.25 A: 172.82 FK: 34.69 FD: 47.56 Rnd: 960,Treelover,ESC Gaming,"omen, astra, viper",172.82,181.87,119.4,0.35,,14.92,361.25,47.56,0.09,34.69,0.07,29.82,305.98,0.86,69.35,24.74,0.62,0.95,960
Player denzo from team ukiyoo has the following stats: R2.0: 1.05 ACS: 237.5 K:D: 1.03 KAST: 69.0 ADR: 150.0 KPR: 0.81 APR: 0.18 FKPR: 0.21 FDPR: 0.18 HS%: 25.0 CL%: 16.0 KMax: 29.0 K: 330.0 D: 321.0 A: 75.0 FK: 85.0 FD: 75.0 Rnd: 409,denzo,ukiyoo,"jett, raze, phoenix",75.0,237.5,150.0,0.18,,16.0,321.0,75.0,0.18,85.0,0.21,25.0,330.0,1.03,69.0,29.0,0.81,1.05,409
Player gotten from team Alter Ego has the following stats: R2.0: 1.0 ACS: 184.93 K:D: 0.97 KAST: 72.39 ADR: 121.37 KPR: 0.66 APR: 0.41 FKPR: 0.06 FDPR: 0.07 HS%: 32.23 CL%: 18.09 KMax: 25.77 K: 424.53 D: 442.26 A: 252.05 FK: 44.47 FD: 45.21 Rnd: 1233,gotten,Alter Ego,"omen, skye, breach",252.05,184.93,121.37,0.41,,18.09,442.26,45.21,0.07,44.47,0.06,32.23,424.53,0.97,72.39,25.77,0.66,1.0,1233
Player Rave from team NOM Esports has the following stats: R2.0: 1.05 ACS: 204.8 K:D: 0.97 KAST: 71.0 ADR: 138.5 KPR: 0.7 APR: 0.36 FKPR: 0.1 FDPR: 0.07 HS%: 26.0 CL%: 10.0 KMax: 29.0 K: 388.0 D: 400.0 A: 197.0 FK: 53.0 FD: 38.0 Rnd: 552,Rave,NOM Esports,"omen, killjoy, astra",197.0,204.8,138.5,0.36,,10.0,400.0,38.0,0.07,53.0,0.1,26.0,388.0,0.97,71.0,29.0,0.7,1.05,552
Player ganter from team Zen eSports has the following stats: R2.0: 1.01 ACS: 218.34 K:D: 1.01 KAST: 70.09 ADR: 143.86 KPR: 0.76 APR: 0.21 FKPR: 0.11 FDPR: 0.13 HS%: 25.34 CL%: 12.33 KMax: 25.26 K: 243.11 D: 238.33 A: 67.45 FK: 35.52 FD: 40.84 Rnd: 611,ganter,Zen eSports,"killjoy, raze, jett",67.45,218.34,143.86,0.21,,12.33,238.33,40.84,0.13,35.52,0.11,25.34,243.11,1.01,70.09,25.26,0.76,1.01,611
Player nate from team ILLICIT has the following stats: R2.0: 0.95 ACS: 219.2 K:D: 0.96 KAST: 66.95 ADR: 148.74 KPR: 0.77 APR: 0.17 FKPR: 0.18 FDPR: 0.19 HS%: 28.52 CL%: 13.19 KMax: 35.76 K: 303.33 D: 316.58 A: 68.62 FK: 68.43 FD: 71.86 Rnd: 790,nate,ILLICIT,"chamber, raze, jett",68.62,219.2,148.74,0.17,,13.19,316.58,71.86,0.19,68.43,0.18,28.52,303.33,0.96,66.95,35.76,0.77,0.95,790
Player Charlslol from team Groupo Firme has the following stats: R2.0: 1.05 ACS: 189.1 K:D: 1.02 KAST: 81.0 ADR: 120.0 KPR: 0.68 APR: 0.46 FKPR: 0.04 FDPR: 0.06 HS%: 26.0 CL%: 17.0 KMax: 22.0 K: 181.0 D: 177.0 A: 121.0 FK: 11.0 FD: 16.0 Rnd: 265,Charlslol,Groupo Firme,"astra, omen, brimstone",121.0,189.1,120.0,0.46,,17.0,177.0,16.0,0.06,11.0,0.04,26.0,181.0,1.02,81.0,22.0,0.68,1.05,265
Player Teague from team Blinn has the following stats: R2.0: 0.99 ACS: 183.31 K:D: 0.9 KAST: 72.66 ADR: 119.43 KPR: 0.62 APR: 0.52 FKPR: 0.08 FDPR: 0.08 HS%: 22.34 CL%: 11.83 KMax: 25.0 K: 668.26 D: 751.89 A: 580.39 FK: 76.74 FD: 82.85 Rnd: 1549,Teague,Blinn,"kayo, skye, breach",580.39,183.31,119.43,0.52,,11.83,751.89,82.85,0.08,76.74,0.08,22.34,668.26,0.9,72.66,25.0,0.62,0.99,1549
Player Haxtrax from team Sila4i has the following stats: R2.0: 1.05 ACS: 197.5 K:D: 1.03 KAST: 70.0 ADR: 135.1 KPR: 0.71 APR: 0.24 FKPR: 0.06 FDPR: 0.06 HS%: 26.0 CL%: 14.0 KMax: 29.0 K: 253.0 D: 246.0 A: 85.0 FK: 21.0 FD: 23.0 Rnd: 354,Haxtrax,Sila4i,"reyna, astra, jett",85.0,197.5,135.1,0.24,,14.0,246.0,23.0,0.06,21.0,0.06,26.0,253.0,1.03,70.0,29.0,0.71,1.05,354
Player ZeFRy from team FIVE Media Clan has the following stats: R2.0: 1.04 ACS: 190.6 K:D: 1.0 KAST: 70.0 ADR: 128.4 KPR: 0.69 APR: 0.26 FKPR: 0.05 FDPR: 0.06 HS%: 29.0 CL%: 12.0 KMax: 22.0 K: 165.0 D: 165.0 A: 63.0 FK: 13.0 FD: 15.0 Rnd: 240,ZeFRy,FIVE Media Clan,"cypher, killjoy, kayo",63.0,190.6,128.4,0.26,,12.0,165.0,15.0,0.06,13.0,0.05,29.0,165.0,1.0,70.0,22.0,0.69,1.04,240
Player Zanatsu from team RED Canids has the following stats: R2.0: 1.08 ACS: 244.31 K:D: 1.11 KAST: 70.17 ADR: 159.6 KPR: 0.82 APR: 0.23 FKPR: 0.22 FDPR: 0.17 HS%: 23.59 CL%: 16.73 KMax: 31.24 K: 705.97 D: 632.7 A: 188.44 FK: 188.27 FD: 140.43 Rnd: 1651,Zanatsu,RED Canids,"raze, jett, sova",188.44,244.31,159.6,0.23,,16.73,632.7,140.43,0.17,188.27,0.22,23.59,705.97,1.11,70.17,31.24,0.82,1.08,1651
Player TTyke from team Triple Esports Club has the following stats: R2.0: 1.04 ACS: 227.8 K:D: 1.06 KAST: 71.0 ADR: 147.5 KPR: 0.78 APR: 0.18 FKPR: 0.16 FDPR: 0.13 HS%: 30.0 CL%: 13.0 KMax: 28.0 K: 618.0 D: 585.0 A: 146.0 FK: 128.0 FD: 101.0 Rnd: 791,TTyke,Triple Esports Club,"jett, neon, sage",146.0,227.8,147.5,0.18,,13.0,585.0,101.0,0.13,128.0,0.16,30.0,618.0,1.06,71.0,28.0,0.78,1.04,791
Player Acerola from team LAZY has the following stats: R2.0: 1.02 ACS: 187.4 K:D: 0.96 KAST: 69.81 ADR: 121.69 KPR: 0.68 APR: 0.4 FKPR: 0.07 FDPR: 0.07 HS%: 30.24 CL%: 16.61 KMax: 24.52 K: 421.79 D: 434.74 A: 260.99 FK: 42.17 FD: 45.41 Rnd: 972,Acerola,LAZY,"omen, viper, killjoy",260.99,187.4,121.69,0.4,,16.61,434.74,45.41,0.07,42.17,0.07,30.24,421.79,0.96,69.81,24.52,0.68,1.02,972
Player gatorada from team Sengoku Gaming has the following stats: R2.0: 0.98 ACS: 177.72 K:D: 0.89 KAST: 73.16 ADR: 113.07 KPR: 0.61 APR: 0.47 FKPR: 0.06 FDPR: 0.06 HS%: 20.72 CL%: 16.81 KMax: 23.59 K: 364.78 D: 417.38 A: 292.62 FK: 41.91 FD: 39.12 Rnd: 1024,gatorada,Sengoku Gaming,"omen, viper, brimstone",292.62,177.72,113.07,0.47,,16.81,417.38,39.12,0.06,41.91,0.06,20.72,364.78,0.89,73.16,23.59,0.61,0.98,1024
Player Ruxic from team Fire Flux Esports has the following stats: R2.0: 1.12 ACS: 218.4 K:D: 1.12 KAST: 74.77 ADR: 144.17 KPR: 0.75 APR: 0.38 FKPR: 0.1 FDPR: 0.09 HS%: 28.67 CL%: 15.33 KMax: 26.77 K: 699.49 D: 632.76 A: 356.67 FK: 96.44 FD: 82.74 Rnd: 1851,Ruxic,Fire Flux Esports,"viper, omen, kayo",356.67,218.4,144.17,0.38,,15.33,632.76,82.74,0.09,96.44,0.1,28.67,699.49,1.12,74.77,26.77,0.75,1.12,1851
Player HolyM0Ly from team EX0TIK GAMING has the following stats: R2.0: 1.04 ACS: 220.8 K:D: 1.03 KAST: 66.0 ADR: 149.6 KPR: 0.77 APR: 0.14 FKPR: 0.09 FDPR: 0.07 HS%: 24.0 CL%: 7.0 KMax: 26.0 K: 179.0 D: 173.0 A: 32.0 FK: 22.0 FD: 17.0 Rnd: 232,HolyM0Ly,EX0TIK GAMING,"killjoy, kayo, viper",32.0,220.8,149.6,0.14,,7.0,173.0,17.0,0.07,22.0,0.09,24.0,179.0,1.03,66.0,26.0,0.77,1.04,232
Player FETA from team Arena Internet Cafe has the following stats: R2.0: 1.12 ACS: 241.92 K:D: 1.16 KAST: 70.42 ADR: 158.27 KPR: 0.84 APR: 0.18 FKPR: 0.19 FDPR: 0.17 HS%: 28.75 CL%: 15.58 KMax: 32.58 K: 553.55 D: 473.62 A: 114.69 FK: 126.92 FD: 111.07 Rnd: 1268,FETA,Arena Internet Cafe,"jett, raze, yoru",114.69,241.92,158.27,0.18,,15.58,473.62,111.07,0.17,126.92,0.19,28.75,553.55,1.16,70.42,32.58,0.84,1.12,1268
Player VTaguT from team Falke Esports has the following stats: R2.0: 0.99 ACS: 190.05 K:D: 0.94 KAST: 70.98 ADR: 126.8 KPR: 0.67 APR: 0.34 FKPR: 0.08 FDPR: 0.08 HS%: 29.62 CL%: 11.67 KMax: 25.02 K: 284.58 D: 304.71 A: 145.25 FK: 32.62 FD: 36.29 Rnd: 816,VTaguT,Falke Esports,"omen, viper, astra",145.25,190.05,126.8,0.34,,11.67,304.71,36.29,0.08,32.62,0.08,29.62,284.58,0.94,70.98,25.02,0.67,0.99,816
Player wayne from team Disguised has the following stats: R2.0: 1.1 ACS: 211.05 K:D: 1.12 KAST: 71.84 ADR: 136.05 KPR: 0.75 APR: 0.33 FKPR: 0.1 FDPR: 0.08 HS%: 27.23 CL%: 16.84 KMax: 28.06 K: 519.76 D: 455.96 A: 212.61 FK: 70.39 FD: 49.52 Rnd: 1307,wayne,Disguised,"omen, killjoy, viper",212.61,211.05,136.05,0.33,,16.84,455.96,49.52,0.08,70.39,0.1,27.23,519.76,1.12,71.84,28.06,0.75,1.1,1307
