Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player Thykuza from team VALIANT GC has the following stats: R2.0: 0.99 ACS: 232.11 K:D: 0.99 KAST: 66.82 ADR: 150.06 KPR: 0.79 APR: 0.24 FKPR: 0.19 FDPR: 0.18 HS%: 21.75 CL%: 17.13 KMax: 28.68 K: 753.43 D: 754.11 A: 231.92 FK: 179.88 FD: 173.75 Rnd: 2170,Thykuza,VALIANT GC,"jett, raze, skye",231.92,232.11,150.06,0.24,17.13,754.11,173.75,0.18,179.88,0.19,21.75,753.43,0.99,66.82,28.68,0.79,0.99,2170
Player Jelly from team MIBR GC has the following stats: R2.0: 1.17 ACS: 241.08 K:D: 1.17 KAST: 74.71 ADR: 155.73 KPR: 0.84 APR: 0.34 FKPR: 0.13 FDPR: 0.11 HS%: 30.78 CL%: 15.45 KMax: 28.6 K: 777.38 D: 663.43 A: 306.59 FK: 131.72 FD: 104.31 Rnd: 2666,Jelly,MIBR GC,"kayo, raze, skye",306.59,241.08,155.73,0.34,15.45,663.43,104.31,0.11,131.72,0.13,30.78,777.38,1.17,74.71,28.6,0.84,1.17,2666
Player bella from team Ariana Grande Perfume has the following stats: R2.0: 1.09 ACS: 228.4 K:D: 1.15 KAST: 68.0 ADR: 147.1 KPR: 0.82 APR: 0.14 FKPR: 0.14 FDPR: 0.11 HS%: 26.0 CL%: 21.0 KMax: 25.0 K: 272.0 D: 236.0 A: 47.0 FK: 47.0 FD: 35.0 Rnd: 332,bella,Ariana Grande Perfume,"chamber, sova, viper",47.0,228.4,147.1,0.14,21.0,236.0,35.0,0.11,47.0,0.14,26.0,272.0,1.15,68.0,25.0,0.82,1.09,332
Player eva from team Team Falcons Vega has the following stats: R2.0: 1.18 ACS: 209.8 K:D: 1.28 KAST: 77.28 ADR: 137.27 KPR: 0.78 APR: 0.29 FKPR: 0.06 FDPR: 0.05 HS%: 29.27 CL%: 19.57 KMax: 26.81 K: 910.13 D: 702.37 A: 333.66 FK: 71.54 FD: 53.51 Rnd: 3148,eva,Team Falcons Vega,"sova, skye, sage",333.66,209.8,137.27,0.29,19.57,702.37,53.51,0.05,71.54,0.06,29.27,910.13,1.28,77.28,26.81,0.78,1.18,3148
Player alkyia from team BBL Queens has the following stats: R2.0: 1.01 ACS: 228.67 K:D: 1.07 KAST: 69.77 ADR: 149.4 KPR: 0.79 APR: 0.2 FKPR: 0.2 FDPR: 0.17 HS%: 26.57 CL%: 14.08 KMax: 31.82 K: 791.36 D: 735.99 A: 190.35 FK: 216.32 FD: 178.49 Rnd: 2458,alkyia,BBL Queens,"jett, raze, skye",190.35,228.67,149.4,0.2,14.08,735.99,178.49,0.17,216.32,0.2,26.57,791.36,1.07,69.77,31.82,0.79,1.01,2458
Player SUPERKAT from team oomfies has the following stats: R2.0: 1.03 ACS: 200.68 K:D: 1.04 KAST: 70.14 ADR: 133.79 KPR: 0.71 APR: 0.23 FKPR: 0.08 FDPR: 0.1 HS%: 29.46 CL%: 17.51 KMax: 26.26 K: 311.24 D: 302.15 A: 100.42 FK: 33.82 FD: 41.09 Rnd: 1111,SUPERKAT,oomfies,"raze, skye, sova",100.42,200.68,133.79,0.23,17.51,302.15,41.09,0.1,33.82,0.08,29.46,311.24,1.04,70.14,26.26,0.71,1.03,1111
Player emluo from team Paw Pals has the following stats: R2.0: 0.97 ACS: 197.9 K:D: 0.97 KAST: 67.41 ADR: 132.36 KPR: 0.7 APR: 0.19 FKPR: 0.1 FDPR: 0.09 HS%: 33.31 CL%: 17.58 KMax: 26.97 K: 442.92 D: 450.52 A: 120.84 FK: 63.93 FD: 59.65 Rnd: 1859,emluo,Paw Pals,"killjoy, chamber, viper",120.84,197.9,132.36,0.19,17.58,450.52,59.65,0.09,63.93,0.1,33.31,442.92,0.97,67.41,26.97,0.7,0.97,1859
Player Kazler from team Refrag has the following stats: R2.0: 1.07 ACS: 214.35 K:D: 1.05 KAST: 71.5 ADR: 138.1 KPR: 0.76 APR: 0.33 FKPR: 0.11 FDPR: 0.09 HS%: 31.03 CL%: 30.78 KMax: 29.21 K: 402.37 D: 372.53 A: 190.9 FK: 53.08 FD: 46.18 Rnd: 1183,Kazler,Refrag,"skye, sova, chamber",190.9,214.35,138.1,0.33,30.78,372.53,46.18,0.09,53.08,0.11,31.03,402.37,1.05,71.5,29.21,0.76,1.07,1183
Player Australis from team SaD Frost has the following stats: R2.0: 1.03 ACS: 207.98 K:D: 0.99 KAST: 72.16 ADR: 139.04 KPR: 0.72 APR: 0.35 FKPR: 0.07 FDPR: 0.09 HS%: 21.4 CL%: 12.53 KMax: 28.26 K: 436.83 D: 435.33 A: 215.15 FK: 40.09 FD: 50.98 Rnd: 1691,Australis,SaD Frost,"kayo, skye, jett",215.15,207.98,139.04,0.35,12.53,435.33,50.98,0.09,40.09,0.07,21.4,436.83,0.99,72.16,28.26,0.72,1.03,1691
Player shirazi from team Xipto Esports has the following stats: R2.0: 1.22 ACS: 226.0 K:D: 1.34 KAST: 78.08 ADR: 148.24 KPR: 0.8 APR: 0.37 FKPR: 0.1 FDPR: 0.07 HS%: 22.12 CL%: 20.47 KMax: 27.55 K: 741.73 D: 568.1 A: 348.69 FK: 97.89 FD: 61.24 Rnd: 2386,shirazi,Xipto Esports,"viper, brimstone, omen",348.69,226.0,148.24,0.37,20.47,568.1,61.24,0.07,97.89,0.1,22.12,741.73,1.34,78.08,27.55,0.8,1.22,2386
Player Scarlett from team Gamax Lite has the following stats: R2.0: 1.01 ACS: 213.48 K:D: 1.03 KAST: 70.42 ADR: 138.84 KPR: 0.75 APR: 0.2 FKPR: 0.17 FDPR: 0.13 HS%: 20.89 CL%: 13.58 KMax: 26.92 K: 442.17 D: 432.44 A: 111.25 FK: 102.98 FD: 81.93 Rnd: 1661,Scarlett,Gamax Lite,"jett, raze, omen",111.25,213.48,138.84,0.2,13.58,432.44,81.93,0.13,102.98,0.17,20.89,442.17,1.03,70.42,26.92,0.75,1.01,1661
Player wrld from team Fallacy has the following stats: R2.0: 1.06 ACS: 240.1 K:D: 1.12 KAST: 71.0 ADR: 158.7 KPR: 0.87 APR: 0.16 FKPR: 0.15 FDPR: 0.17 HS%: 30.0 CL%: 29.0 KMax: 32.0 K: 204.0 D: 182.0 A: 37.0 FK: 34.0 FD: 39.0 Rnd: 234,wrld,Fallacy,"chamber, jett, raze",37.0,240.1,158.7,0.16,29.0,182.0,39.0,0.17,34.0,0.15,30.0,204.0,1.12,71.0,32.0,0.87,1.06,234
Player mimii from team W Streak Esports Female has the following stats: R2.0: 1.05 ACS: 202.5 K:D: 1.08 KAST: 70.0 ADR: 131.5 KPR: 0.73 APR: 0.14 FKPR: 0.14 FDPR: 0.09 HS%: 31.0 CL%: 13.0 KMax: 27.0 K: 266.0 D: 247.0 A: 53.0 FK: 52.0 FD: 32.0 Rnd: 366,mimii,W Streak Esports Female,"chamber, jett, reyna",53.0,202.5,131.5,0.14,13.0,247.0,32.0,0.09,52.0,0.14,31.0,266.0,1.08,70.0,27.0,0.73,1.05,366
Player PowerPixele from team Passion Project has the following stats: R2.0: 1.09 ACS: 211.21 K:D: 1.1 KAST: 76.14 ADR: 135.69 KPR: 0.72 APR: 0.47 FKPR: 0.09 FDPR: 0.08 HS%: 19.79 CL%: 19.22 KMax: 26.29 K: 515.05 D: 478.19 A: 344.42 FK: 69.7 FD: 58.56 Rnd: 1925,PowerPixele,Passion Project,"breach, kayo, viper",344.42,211.21,135.69,0.47,19.22,478.19,58.56,0.08,69.7,0.09,19.79,515.05,1.1,76.14,26.29,0.72,1.09,1925
Player schnellÆ from team BBL Queens has the following stats: R2.0: 1.01 ACS: 223.02 K:D: 1.06 KAST: 70.65 ADR: 144.83 KPR: 0.79 APR: 0.2 FKPR: 0.15 FDPR: 0.16 HS%: 26.88 CL%: 21.47 KMax: 29.95 K: 882.74 D: 839.08 A: 208.16 FK: 183.7 FD: 190.29 Rnd: 2688,schnellÆ,BBL Queens,"jett, raze, neon",208.16,223.02,144.83,0.2,21.47,839.08,190.29,0.16,183.7,0.15,26.88,882.74,1.06,70.65,29.95,0.79,1.01,2688
Player vaLentina from team FiRePOWER has the following stats: R2.0: 1.04 ACS: 198.3 K:D: 1.08 KAST: 75.0 ADR: 130.2 KPR: 0.71 APR: 0.34 FKPR: 0.07 FDPR: 0.07 HS%: 27.0 CL%: 15.0 KMax: 23.0 K: 336.0 D: 312.0 A: 163.0 FK: 34.0 FD: 35.0 Rnd: 476,vaLentina,FiRePOWER,"skye, sova, jett",163.0,198.3,130.2,0.34,15.0,312.0,35.0,0.07,34.0,0.07,27.0,336.0,1.08,75.0,23.0,0.71,1.04,476
Player Bizinha from team 00Nation Fem has the following stats: R2.0: 1.04 ACS: 226.1 K:D: 1.05 KAST: 72.0 ADR: 147.2 KPR: 0.78 APR: 0.19 FKPR: 0.16 FDPR: 0.13 HS%: 19.0 CL%: 12.0 KMax: 27.0 K: 406.0 D: 387.0 A: 99.0 FK: 83.0 FD: 68.0 Rnd: 518,Bizinha,00Nation Fem,"jett, chamber, kayo",99.0,226.1,147.2,0.19,12.0,387.0,68.0,0.13,83.0,0.16,19.0,406.0,1.05,72.0,27.0,0.78,1.04,518
Player fixky from team Team SMG GC has the following stats: R2.0: 1.03 ACS: 199.2 K:D: 1.02 KAST: 74.0 ADR: 124.6 KPR: 0.7 APR: 0.32 FKPR: 0.08 FDPR: 0.07 HS%: 19.0 CL%: 16.0 KMax: 24.0 K: 399.0 D: 390.0 A: 186.0 FK: 48.0 FD: 42.0 Rnd: 574,fixky,Team SMG GC,"sova, brimstone, sage",186.0,199.2,124.6,0.32,16.0,390.0,42.0,0.07,48.0,0.08,19.0,399.0,1.02,74.0,24.0,0.7,1.03,574
Player Liz from team PING Cheetahs has the following stats: R2.0: 1.14 ACS: 224.59 K:D: 1.13 KAST: 72.12 ADR: 152.3 KPR: 0.78 APR: 0.26 FKPR: 0.11 FDPR: 0.07 HS%: 31.64 CL%: 10.37 KMax: 29.27 K: 246.19 D: 212.95 A: 78.42 FK: 36.33 FD: 23.93 Rnd: 579,Liz,PING Cheetahs,"omen, skye, viper",78.42,224.59,152.3,0.26,10.37,212.95,23.93,0.07,36.33,0.11,31.64,246.19,1.13,72.12,29.27,0.78,1.14,579
Player sawamura from team sisu has the following stats: R2.0: 1.0 ACS: 206.86 K:D: 1.04 KAST: 69.49 ADR: 134.15 KPR: 0.74 APR: 0.21 FKPR: 0.13 FDPR: 0.12 HS%: 34.73 CL%: 17.28 KMax: 28.36 K: 592.85 D: 570.18 A: 185.52 FK: 103.88 FD: 97.26 Rnd: 2171,sawamura,sisu,"jett, neon, raze",185.52,206.86,134.15,0.21,17.28,570.18,97.26,0.12,103.88,0.13,34.73,592.85,1.04,69.49,28.36,0.74,1.0,2171
Player Lessa from team FUSION X has the following stats: R2.0: 1.03 ACS: 197.6 K:D: 1.06 KAST: 67.0 ADR: 138.4 KPR: 0.74 APR: 0.12 FKPR: 0.1 FDPR: 0.08 HS%: 24.0 CL%: 11.0 KMax: 30.0 K: 222.0 D: 209.0 A: 36.0 FK: 30.0 FD: 24.0 Rnd: 301,Lessa,FUSION X,"chamber, killjoy, cypher",36.0,197.6,138.4,0.12,11.0,209.0,24.0,0.08,30.0,0.1,24.0,222.0,1.06,67.0,30.0,0.74,1.03,301
Player isla from team Looking For Org 2.0 has the following stats: R2.0: 1.03 ACS: 225.6 K:D: 1.04 KAST: 71.0 ADR: 151.1 KPR: 0.78 APR: 0.2 FKPR: 0.16 FDPR: 0.1 HS%: 26.0 CL%: 8.0 KMax: 27.0 K: 580.0 D: 559.0 A: 153.0 FK: 122.0 FD: 78.0 Rnd: 748,isla,Looking For Org 2.0,"chamber, astra, jett",153.0,225.6,151.1,0.2,8.0,559.0,78.0,0.1,122.0,0.16,26.0,580.0,1.04,71.0,27.0,0.78,1.03,748
Player fawn from team YFP X has the following stats: R2.0: 0.89 ACS: 184.84 K:D: 0.81 KAST: 63.99 ADR: 124.18 KPR: 0.63 APR: 0.3 FKPR: 0.08 FDPR: 0.12 HS%: 20.52 CL%: 14.0 KMax: 22.98 K: 157.33 D: 194.53 A: 73.57 FK: 18.93 FD: 29.0 Rnd: 499,fawn,YFP X,"skye, raze, kayo",73.57,184.84,124.18,0.3,14.0,194.53,29.0,0.12,18.93,0.08,20.52,157.33,0.81,63.99,22.98,0.63,0.89,499
Player babysoap from team Team Fish Taco Vice has the following stats: R2.0: 1.02 ACS: 212.4 K:D: 0.97 KAST: 74.0 ADR: 135.7 KPR: 0.71 APR: 0.38 FKPR: 0.08 FDPR: 0.09 HS%: 21.0 CL%: 17.0 KMax: 30.0 K: 384.0 D: 397.0 A: 203.0 FK: 41.0 FD: 47.0 Rnd: 538,babysoap,Team Fish Taco Vice,"brimstone, omen, astra",203.0,212.4,135.7,0.38,17.0,397.0,47.0,0.09,41.0,0.08,21.0,384.0,0.97,74.0,30.0,0.71,1.02,538
Player rachell from team Exalty Gaïa has the following stats: R2.0: 1.17 ACS: 224.84 K:D: 1.19 KAST: 78.0 ADR: 146.84 KPR: 0.77 APR: 0.44 FKPR: 0.06 FDPR: 0.06 HS%: 17.0 CL%: 12.9 KMax: 24.6 K: 242.36 D: 208.58 A: 132.58 FK: 19.8 FD: 20.65 Rnd: 626,rachell,Exalty Gaïa,"sova, cypher, skye",132.58,224.84,146.84,0.44,12.9,208.58,20.65,0.06,19.8,0.06,17.0,242.36,1.19,78.0,24.6,0.77,1.17,626
Player lidyuh from team Disguised GC has the following stats: R2.0: 1.02 ACS: 199.9 K:D: 1.02 KAST: 73.0 ADR: 130.3 KPR: 0.7 APR: 0.34 FKPR: 0.08 FDPR: 0.08 HS%: 25.0 CL%: 14.0 KMax: 27.0 K: 666.0 D: 655.0 A: 323.0 FK: 81.0 FD: 80.0 Rnd: 957,lidyuh,Disguised GC,"astra, viper, omen",323.0,199.9,130.3,0.34,14.0,655.0,80.0,0.08,81.0,0.08,25.0,666.0,1.02,73.0,27.0,0.7,1.02,957
Player rayse from team Complexity GX3 has the following stats: R2.0: 0.99 ACS: 206.56 K:D: 0.97 KAST: 71.14 ADR: 132.89 KPR: 0.71 APR: 0.31 FKPR: 0.13 FDPR: 0.12 HS%: 24.0 CL%: 17.14 KMax: 24.43 K: 572.89 D: 592.33 A: 262.51 FK: 105.28 FD: 92.71 Rnd: 1588,rayse,Complexity GX3,"viper, omen, jett",262.51,206.56,132.89,0.31,17.14,592.33,92.71,0.12,105.28,0.13,24.0,572.89,0.97,71.14,24.43,0.71,0.99,1588
Player Liyan from team HOWL Moonlight has the following stats: R2.0: 1.0 ACS: 191.23 K:D: 1.0 KAST: 71.1 ADR: 128.05 KPR: 0.68 APR: 0.26 FKPR: 0.07 FDPR: 0.06 HS%: 20.55 CL%: 19.48 KMax: 24.55 K: 326.14 D: 325.69 A: 123.52 FK: 35.45 FD: 30.4 Rnd: 966,Liyan,HOWL Moonlight,"killjoy, viper, cypher",123.52,191.23,128.05,0.26,19.48,325.69,30.4,0.06,35.45,0.07,20.55,326.14,1.0,71.1,24.55,0.68,1.0,966
Player rosey from team invincible gc has the following stats: R2.0: 1.0 ACS: 200.55 K:D: 0.97 KAST: 72.44 ADR: 133.23 KPR: 0.67 APR: 0.32 FKPR: 0.08 FDPR: 0.09 HS%: 18.8 CL%: 12.8 KMax: 28.04 K: 329.68 D: 339.68 A: 151.05 FK: 41.17 FD: 45.21 Rnd: 901,rosey,invincible gc,"killjoy, omen, viper",151.05,200.55,133.23,0.32,12.8,339.68,45.21,0.09,41.17,0.08,18.8,329.68,0.97,72.44,28.04,0.67,1.0,901
Player Berrie from team PING Cheetahs has the following stats: R2.0: 1.02 ACS: 233.3 K:D: 1.07 KAST: 67.0 ADR: 145.3 KPR: 0.8 APR: 0.15 FKPR: 0.24 FDPR: 0.21 HS%: 21.0 CL%: 23.0 KMax: 32.0 K: 305.0 D: 286.0 A: 56.0 FK: 91.0 FD: 79.0 Rnd: 383,Berrie,PING Cheetahs,"jett, chamber, skye",56.0,233.3,145.3,0.15,23.0,286.0,79.0,0.21,91.0,0.24,21.0,305.0,1.07,67.0,32.0,0.8,1.02,383
Player Ltomlee from team YFP White has the following stats: R2.0: 1.02 ACS: 218.8 K:D: 1.04 KAST: 69.0 ADR: 144.3 KPR: 0.8 APR: 0.21 FKPR: 0.12 FDPR: 0.1 HS%: 29.0 CL%: 18.0 KMax: 34.0 K: 206.0 D: 198.0 A: 54.0 FK: 31.0 FD: 25.0 Rnd: 258,Ltomlee,YFP White,"chamber, killjoy, omen",54.0,218.8,144.3,0.21,18.0,198.0,25.0,0.1,31.0,0.12,29.0,206.0,1.04,69.0,34.0,0.8,1.02,258
Player Joojina from team Team Liquid Brazil has the following stats: R2.0: 1.05 ACS: 193.67 K:D: 1.04 KAST: 73.77 ADR: 127.79 KPR: 0.69 APR: 0.36 FKPR: 0.07 FDPR: 0.08 HS%: 25.33 CL%: 17.12 KMax: 24.89 K: 795.83 D: 756.81 A: 414.86 FK: 75.93 FD: 83.22 Rnd: 2948,Joojina,Team Liquid Brazil,"omen, astra, brimstone",414.86,193.67,127.79,0.36,17.12,756.81,83.22,0.08,75.93,0.07,25.33,795.83,1.04,73.77,24.89,0.69,1.05,2948
Player Annie from team Odd 1 OUT has the following stats: R2.0: 1.02 ACS: 219.52 K:D: 1.06 KAST: 69.0 ADR: 142.49 KPR: 0.77 APR: 0.15 FKPR: 0.17 FDPR: 0.15 HS%: 31.61 CL%: 12.61 KMax: 28.21 K: 634.07 D: 597.18 A: 122.71 FK: 142.64 FD: 121.84 Rnd: 2260,Annie,Odd 1 OUT,"killjoy, chamber, cypher",122.71,219.52,142.49,0.15,12.61,597.18,121.84,0.15,142.64,0.17,31.61,634.07,1.06,69.0,28.21,0.77,1.02,2260
Player Hyperz from team Solaire has the following stats: R2.0: 1.01 ACS: 211.7 K:D: 0.98 KAST: 68.0 ADR: 138.8 KPR: 0.74 APR: 0.16 FKPR: 0.16 FDPR: 0.2 HS%: 23.0 CL%: 13.0 KMax: 21.0 K: 213.0 D: 217.0 A: 47.0 FK: 45.0 FD: 57.0 Rnd: 287,Hyperz,Solaire,"neon, yoru, jett",47.0,211.7,138.8,0.16,13.0,217.0,57.0,0.2,45.0,0.16,23.0,213.0,0.98,68.0,21.0,0.74,1.01,287
Player JULIA from team Supernova Galaxy has the following stats: R2.0: 1.01 ACS: 203.89 K:D: 1.04 KAST: 70.26 ADR: 133.28 KPR: 0.74 APR: 0.19 FKPR: 0.09 FDPR: 0.07 HS%: 34.84 CL%: 10.79 KMax: 25.16 K: 324.77 D: 310.03 A: 78.25 FK: 37.9 FD: 32.9 Rnd: 851,JULIA,Supernova Galaxy,"jett, viper, astra",78.25,203.89,133.28,0.19,10.79,310.03,32.9,0.07,37.9,0.09,34.84,324.77,1.04,70.26,25.16,0.74,1.01,851
Player suzu from team ZETA DIVISION GC has the following stats: R2.0: 1.23 ACS: 274.65 K:D: 1.37 KAST: 74.27 ADR: 177.64 KPR: 0.95 APR: 0.23 FKPR: 0.21 FDPR: 0.16 HS%: 23.41 CL%: 22.76 KMax: 31.3 K: 445.72 D: 313.5 A: 105.41 FK: 102.76 FD: 72.45 Rnd: 1228,suzu,ZETA DIVISION GC,"raze, jett, sova",105.41,274.65,177.64,0.23,22.76,313.5,72.45,0.16,102.76,0.21,23.41,445.72,1.37,74.27,31.3,0.95,1.23,1228
Player devilasxa from team Odd 1 OUT has the following stats: R2.0: 1.03 ACS: 200.69 K:D: 0.97 KAST: 72.69 ADR: 131.7 KPR: 0.7 APR: 0.4 FKPR: 0.07 FDPR: 0.08 HS%: 32.48 CL%: 16.4 KMax: 25.76 K: 477.45 D: 490.32 A: 278.01 FK: 48.9 FD: 53.25 Rnd: 1998,devilasxa,Odd 1 OUT,"skye, kayo, breach",278.01,200.69,131.7,0.4,16.4,490.32,53.25,0.08,48.9,0.07,32.48,477.45,0.97,72.69,25.76,0.7,1.03,1998
Player ketarys from team SaD Frost has the following stats: R2.0: 0.87 ACS: 175.84 K:D: 0.81 KAST: 66.35 ADR: 119.4 KPR: 0.62 APR: 0.32 FKPR: 0.06 FDPR: 0.07 HS%: 27.86 CL%: 10.78 KMax: 20.92 K: 155.89 D: 190.42 A: 79.15 FK: 13.77 FD: 17.34 Rnd: 741,ketarys,SaD Frost,"omen, viper, brimstone",79.15,175.84,119.4,0.32,10.78,190.42,17.34,0.07,13.77,0.06,27.86,155.89,0.81,66.35,20.92,0.62,0.87,741
Player Andrehs from team Akave Esports GC has the following stats: R2.0: 0.97 ACS: 188.83 K:D: 0.94 KAST: 73.19 ADR: 123.55 KPR: 0.64 APR: 0.41 FKPR: 0.07 FDPR: 0.09 HS%: 27.46 CL%: 16.78 KMax: 21.52 K: 372.13 D: 382.93 A: 239.22 FK: 39.45 FD: 46.54 Rnd: 1394,Andrehs,Akave Esports GC,"sova, breach, skye",239.22,188.83,123.55,0.41,16.78,382.93,46.54,0.09,39.45,0.07,27.46,372.13,0.94,73.19,21.52,0.64,0.97,1394
Player amy from team G2 Gozen has the following stats: R2.0: 1.12 ACS: 214.94 K:D: 1.21 KAST: 72.79 ADR: 145.23 KPR: 0.79 APR: 0.21 FKPR: 0.09 FDPR: 0.08 HS%: 33.52 CL%: 17.26 KMax: 32.02 K: 927.2 D: 746.4 A: 209.99 FK: 112.99 FD: 97.57 Rnd: 3038,amy,G2 Gozen,"killjoy, cypher, viper",209.99,214.94,145.23,0.21,17.26,746.4,97.57,0.08,112.99,0.09,33.52,927.2,1.21,72.79,32.02,0.79,1.12,3038
Player biazik from team KRÜ BLAZE has the following stats: R2.0: 1.01 ACS: 198.68 K:D: 0.96 KAST: 71.64 ADR: 133.55 KPR: 0.68 APR: 0.35 FKPR: 0.08 FDPR: 0.09 HS%: 23.0 CL%: 13.23 KMax: 28.06 K: 597.42 D: 635.82 A: 309.18 FK: 67.17 FD: 71.55 Rnd: 2347,biazik,KRÜ BLAZE,"sova, breach, jett",309.18,198.68,133.55,0.35,13.23,635.82,71.55,0.09,67.17,0.08,23.0,597.42,0.96,71.64,28.06,0.68,1.01,2347
Player kr1sP from team Akumu has the following stats: R2.0: 1.0 ACS: 224.6 K:D: 1.08 KAST: 67.0 ADR: 142.0 KPR: 0.79 APR: 0.15 FKPR: 0.2 FDPR: 0.15 HS%: 29.0 CL%: 18.0 KMax: 31.0 K: 468.0 D: 433.0 A: 91.0 FK: 119.0 FD: 86.0 Rnd: 592,kr1sP,Akumu,"chamber, jett, breach",91.0,224.6,142.0,0.15,18.0,433.0,86.0,0.15,119.0,0.2,29.0,468.0,1.08,67.0,31.0,0.79,1.0,592
Player Newky from team LILAX has the following stats: R2.0: 0.99 ACS: 211.56 K:D: 0.99 KAST: 70.21 ADR: 139.51 KPR: 0.76 APR: 0.3 FKPR: 0.11 FDPR: 0.11 HS%: 32.01 CL%: 14.05 KMax: 28.56 K: 443.09 D: 447.55 A: 187.73 FK: 61.66 FD: 56.83 Rnd: 1563,Newky,LILAX,"reyna, skye, kayo",187.73,211.56,139.51,0.3,14.05,447.55,56.83,0.11,61.66,0.11,32.01,443.09,0.99,70.21,28.56,0.76,0.99,1563
Player bes from team DRX Changers has the following stats: R2.0: 0.97 ACS: 188.62 K:D: 0.93 KAST: 71.68 ADR: 121.92 KPR: 0.66 APR: 0.39 FKPR: 0.08 FDPR: 0.09 HS%: 25.76 CL%: 13.81 KMax: 28.62 K: 747.52 D: 807.79 A: 482.39 FK: 89.05 FD: 95.0 Rnd: 1670,bes,DRX Changers,"omen, astra, skye",482.39,188.62,121.92,0.39,13.81,807.79,95.0,0.09,89.05,0.08,25.76,747.52,0.93,71.68,28.62,0.66,0.97,1670
Player Hanuh from team sisu has the following stats: R2.0: 1.11 ACS: 209.75 K:D: 1.12 KAST: 71.79 ADR: 135.23 KPR: 0.77 APR: 0.3 FKPR: 0.08 FDPR: 0.07 HS%: 23.41 CL%: 17.0 KMax: 36.72 K: 760.63 D: 659.86 A: 298.91 FK: 76.45 FD: 78.79 Rnd: 1447,Hanuh,sisu,"omen, sova, fade",298.91,209.75,135.23,0.3,17.0,659.86,78.79,0.07,76.45,0.08,23.41,760.63,1.12,71.79,36.72,0.77,1.11,1447
Player kxtieoh from team mfs has the following stats: R2.0: 0.99 ACS: 186.0 K:D: 0.99 KAST: 72.0 ADR: 120.9 KPR: 0.67 APR: 0.3 FKPR: 0.05 FDPR: 0.06 HS%: 18.0 CL%: 20.0 KMax: 27.0 K: 480.0 D: 485.0 A: 219.0 FK: 33.0 FD: 46.0 Rnd: 721,kxtieoh,mfs,"sova, astra, omen",219.0,186.0,120.9,0.3,20.0,485.0,46.0,0.06,33.0,0.05,18.0,480.0,0.99,72.0,27.0,0.67,0.99,721
Player Ptero from team Pteros Daycare has the following stats: R2.0: 0.99 ACS: 194.8 K:D: 0.98 KAST: 65.0 ADR: 129.6 KPR: 0.71 APR: 0.14 FKPR: 0.1 FDPR: 0.09 HS%: 20.0 CL%: 7.0 KMax: 27.0 K: 370.0 D: 379.0 A: 73.0 FK: 54.0 FD: 48.0 Rnd: 519,Ptero,Pteros Daycare,"chamber, killjoy, cypher",73.0,194.8,129.6,0.14,7.0,379.0,48.0,0.09,54.0,0.1,20.0,370.0,0.98,65.0,27.0,0.71,0.99,519
Player Carlee from team mfs has the following stats: R2.0: 0.93 ACS: 180.23 K:D: 0.9 KAST: 70.56 ADR: 121.03 KPR: 0.63 APR: 0.31 FKPR: 0.06 FDPR: 0.08 HS%: 24.72 CL%: 14.68 KMax: 23.2 K: 332.75 D: 361.18 A: 163.61 FK: 31.48 FD: 43.24 Rnd: 967,Carlee,mfs,"sova, breach, raze",163.61,180.23,121.03,0.31,14.68,361.18,43.24,0.08,31.48,0.06,24.72,332.75,0.9,70.56,23.2,0.63,0.93,967
Player summertime from team Supernova Galaxy has the following stats: R2.0: 0.9 ACS: 189.64 K:D: 0.84 KAST: 69.53 ADR: 124.64 KPR: 0.64 APR: 0.45 FKPR: 0.08 FDPR: 0.1 HS%: 28.93 CL%: 15.61 KMax: 24.47 K: 251.48 D: 302.44 A: 179.9 FK: 32.53 FD: 41.28 Rnd: 794,summertime,Supernova Galaxy,"breach, sova, kayo",179.9,189.64,124.64,0.45,15.61,302.44,41.28,0.1,32.53,0.08,28.93,251.48,0.84,69.53,24.47,0.64,0.9,794
Player cbui from team Passion Project has the following stats: R2.0: 1.05 ACS: 196.38 K:D: 1.04 KAST: 74.69 ADR: 128.57 KPR: 0.69 APR: 0.42 FKPR: 0.08 FDPR: 0.06 HS%: 22.82 CL%: 14.05 KMax: 26.38 K: 520.04 D: 497.34 A: 319.08 FK: 53.78 FD: 48.99 Rnd: 1892,cbui,Passion Project,"omen, astra, kayo",319.08,196.38,128.57,0.42,14.05,497.34,48.99,0.06,53.78,0.08,22.82,520.04,1.04,74.69,26.38,0.69,1.05,1892
Player speedowka from team Karmine Corp GC has the following stats: R2.0: 0.99 ACS: 186.96 K:D: 0.95 KAST: 75.94 ADR: 120.65 KPR: 0.67 APR: 0.44 FKPR: 0.06 FDPR: 0.07 HS%: 30.81 CL%: 15.53 KMax: 23.85 K: 753.97 D: 782.45 A: 524.53 FK: 65.15 FD: 83.75 Rnd: 2473,speedowka,Karmine Corp GC,"kayo, breach, jett",524.53,186.96,120.65,0.44,15.53,782.45,83.75,0.07,65.15,0.06,30.81,753.97,0.95,75.94,23.85,0.67,0.99,2473
