agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
,,,,,,,,,,,,,,,,,awus,https://www.vlr.gg/player/21571/awus?timespan=all
omen,(49) 52%,1006,0.87,176.0,0.84,111.9,71%,0.61,0.43,0.06,0.10,609,723,435,65,99,awus,https://www.vlr.gg/player/21571/awus?timespan=all
breach,(13) 14%,296,0.82,170.8,0.74,110.5,69%,0.55,0.51,0.05,0.10,163,220,150,15,31,awus,https://www.vlr.gg/player/21571/awus?timespan=all
viper,(13) 14%,265,0.70,163.8,0.67,105.1,65%,0.54,0.31,0.08,0.11,143,212,82,21,29,awus,https://www.vlr.gg/player/21571/awus?timespan=all
,,,,,,,,,,,,,,,,,lissa,https://www.vlr.gg/player/14690/lissa?timespan=all
viper,(85) 25%,1711,1.01,210.1,1.03,140.0,69%,0.72,0.25,0.10,0.09,1232,1193,436,179,159,lissa,https://www.vlr.gg/player/14690/lissa?timespan=all
killjoy,(65) 19%,1306,1.04,213.3,1.10,142.0,74%,0.74,0.18,0.12,0.10,965,874,236,154,127,lissa,https://www.vlr.gg/player/14690/lissa?timespan=all
chamber,(39) 11%,810,0.94,192.4,1.02,125.2,69%,0.70,0.14,0.12,0.11,563,554,111,101,93,lissa,https://www.vlr.gg/player/14690/lissa?timespan=all
,,,,,,,,,,,,,,,,,babysoap,https://www.vlr.gg/player/26271/babysoap?timespan=all
brimstone,(40) 31%,807,1.19,222.9,1.24,141.2,77%,0.77,0.42,0.07,0.05,622,503,341,55,41,babysoap,https://www.vlr.gg/player/26271/babysoap?timespan=all
omen,(39) 30%,839,1.06,216.8,1.08,136.7,73%,0.76,0.38,0.10,0.10,638,589,316,83,88,babysoap,https://www.vlr.gg/player/26271/babysoap?timespan=all
astra,(26) 20%,519,1.04,205.3,1.08,131.8,74%,0.73,0.32,0.08,0.08,379,352,166,39,44,babysoap,https://www.vlr.gg/player/26271/babysoap?timespan=all
,,,,,,,,,,,,,,,,,lenka,https://www.vlr.gg/player/38036/lenka?timespan=all
killjoy,(39) 61%,807,1.09,210.3,1.17,144.9,73%,0.77,0.15,0.10,0.08,618,530,121,83,62,lenka,https://www.vlr.gg/player/38036/lenka?timespan=all
