agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
astra,(128) 15%,2617,1.11,203.4,1.15,130.0,77%,0.73,0.35,0.07,0.06,1908,1658,926,183,162,Jerk,https://www.vlr.gg/player/765/jerk?timespan=all
raze,(104) 12%,2151,1.16,260.0,1.20,161.9,73%,0.88,0.25,0.13,0.11,1884,1575,541,275,245,Jerk,https://www.vlr.gg/player/765/jerk?timespan=all
,,,,,,,,,,,,,,,,,Marjes,https://www.vlr.gg/player/13787/marjes?timespan=all
breach,(23) 20%,470,0.69,128.8,0.63,83.0,66%,0.45,0.29,0.04,0.06,210,332,136,17,26,Marjes,https://www.vlr.gg/player/13787/marjes?timespan=all
viper,(20) 17%,424,0.94,177.5,0.93,112.9,72%,0.61,0.34,0.06,0.07,258,276,146,25,30,Marjes,https://www.vlr.gg/player/13787/marjes?timespan=all
astra,(20) 17%,422,0.85,150.5,0.79,97.2,69%,0.55,0.40,0.06,0.09,230,291,168,26,37,Marjes,https://www.vlr.gg/player/13787/marjes?timespan=all
,,,,,,,,,,,,,,,,,Chibab,https://www.vlr.gg/player/4057/chibab?timespan=all
jett,(107) 74%,2239,1.03,236.8,1.09,145.1,70%,0.81,0.18,0.20,0.19,1816,1668,414,443,422,Chibab,https://www.vlr.gg/player/4057/chibab?timespan=all
neon,(16) 11%,318,0.84,207.9,0.88,129.9,67%,0.69,0.22,0.17,0.22,218,247,70,55,70,Chibab,https://www.vlr.gg/player/4057/chibab?timespan=all
raze,(10) 7%,208,0.95,222.8,0.98,137.9,70%,0.78,0.17,0.17,0.17,162,165,36,35,35,Chibab,https://www.vlr.gg/player/4057/chibab?timespan=all
,,,,,,,,,,,,,,,,,ork1de,https://www.vlr.gg/player/11536/ork1de?timespan=all
astra,(31) 63%,655,0.95,196.8,0.99,125.0,73%,0.70,0.25,0.09,0.08,456,461,164,62,52,ork1de,https://www.vlr.gg/player/11536/ork1de?timespan=all
jett,(7) 14%,161,,276.1,1.29,173.4,,0.98,0.14,0.24,0.19,157,122,23,39,30,ork1de,https://www.vlr.gg/player/11536/ork1de?timespan=all
omen,(6) 12%,122,0.84,213.8,1.12,143.5,60%,0.77,0.23,0.05,0.11,94,84,28,6,14,ork1de,https://www.vlr.gg/player/11536/ork1de?timespan=all
,,,,,,,,,,,,,,,,,Rebo,https://www.vlr.gg/player/823/rebo?timespan=all
astra,(310) 38%,6340,1.06,206.0,1.10,130.9,73%,0.73,0.32,0.11,0.11,4659,4232,2010,689,670,Rebo,https://www.vlr.gg/player/823/rebo?timespan=all
viper,(110) 13%,2200,1.04,204.8,1.07,129.6,71%,0.70,0.31,0.11,0.10,1529,1435,673,233,215,Rebo,https://www.vlr.gg/player/823/rebo?timespan=all
cypher,(100) 12%,2073,0.93,163.9,0.82,103.2,73%,0.57,0.25,0.08,0.12,1191,1446,526,157,234,Rebo,https://www.vlr.gg/player/823/rebo?timespan=all
,,,,,,,,,,,,,,,,,hyouka,https://www.vlr.gg/player/2135/hyouka?timespan=all
omen,(79) 51%,1649,0.97,189.6,0.98,120.4,73%,0.67,0.31,0.08,0.08,1104,1129,511,124,128,hyouka,https://www.vlr.gg/player/2135/hyouka?timespan=all
killjoy,(17) 11%,319,0.94,198.6,0.98,127.9,69%,0.69,0.15,0.08,0.10,219,224,48,27,33,hyouka,https://www.vlr.gg/player/2135/hyouka?timespan=all
viper,(15) 10%,299,0.92,168.3,0.90,113.3,72%,0.58,0.31,0.05,0.09,173,192,93,16,27,hyouka,https://www.vlr.gg/player/2135/hyouka?timespan=all
,,,,,,,,,,,,,,,,,xand,https://www.vlr.gg/player/681/xand?timespan=all
jett,(174) 54%,3579,1.08,260.5,1.24,155.0,72%,0.91,0.18,0.21,0.14,3243,2608,656,749,478,xand,https://www.vlr.gg/player/681/xand?timespan=all
raze,(40) 12%,842,0.98,250.9,1.10,158.1,73%,0.83,0.24,0.19,0.13,701,635,202,159,106,xand,https://www.vlr.gg/player/681/xand?timespan=all
chamber,(22) 7%,456,1.15,236.4,1.23,152.9,72%,0.86,0.13,0.17,0.12,390,316,59,78,55,xand,https://www.vlr.gg/player/681/xand?timespan=all
,,,,,,,,,,,,,,,,,arch,https://www.vlr.gg/player/259/arch?timespan=all
breach,(114) 27%,2320,0.78,171.9,0.83,105.0,66%,0.60,0.38,0.06,0.06,1399,1680,879,149,109,arch,https://www.vlr.gg/player/259/arch?timespan=all
sova,(113) 27%,2381,0.90,173.6,0.87,119.4,69%,0.61,0.29,0.06,0.08,1442,1651,685,135,180,arch,https://www.vlr.gg/player/259/arch?timespan=all
sage,(54) 13%,1092,0.79,182.0,0.93,114.6,68%,0.64,0.26,0.08,0.09,700,752,287,92,84,arch,https://www.vlr.gg/player/259/arch?timespan=all
,,,,,,,,,,,,,,,,,FLG1,https://www.vlr.gg/player/2029/flg1?timespan=all
sova,(46) 35%,933,1.05,195.4,1.00,127.0,73%,0.67,0.29,0.07,0.06,625,623,275,65,53,FLG1,https://www.vlr.gg/player/2029/flg1?timespan=all
cypher,(31) 24%,651,,182.9,0.94,122.2,,0.65,0.22,0.06,0.09,425,450,140,42,52,FLG1,https://www.vlr.gg/player/2029/flg1?timespan=all
omen,(25) 19%,560,,177.2,0.95,116.1,,0.64,0.25,0.06,0.12,359,379,142,34,66,FLG1,https://www.vlr.gg/player/2029/flg1?timespan=all
,,,,,,,,,,,,,,,,,Secret,https://www.vlr.gg/player/4054/secret?timespan=all
skye,(44) 19%,899,0.97,186.3,0.94,119.8,70%,0.65,0.36,0.08,0.10,582,616,325,68,86,Secret,https://www.vlr.gg/player/4054/secret?timespan=all
breach,(40) 18%,848,0.97,185.5,0.94,118.3,72%,0.63,0.41,0.09,0.09,533,570,345,73,74,Secret,https://www.vlr.gg/player/4054/secret?timespan=all
raze,(27) 12%,581,1.07,226.7,1.05,146.7,73%,0.75,0.25,0.14,0.12,438,419,145,80,64,Secret,https://www.vlr.gg/player/4054/secret?timespan=all
,,,,,,,,,,,,,,,,,Foxie,https://www.vlr.gg/player/2841/foxie?timespan=all
sova,(111) 29%,2338,1.02,204.4,0.99,137.8,72%,0.69,0.32,0.09,0.07,1607,1624,738,201,160,Foxie,https://www.vlr.gg/player/2841/foxie?timespan=all
sage,(47) 12%,965,1.00,202.9,1.02,125.0,72%,0.70,0.35,0.10,0.09,680,664,336,93,89,Foxie,https://www.vlr.gg/player/2841/foxie?timespan=all
breach,(43) 11%,876,0.94,176.0,0.92,115.2,76%,0.61,0.41,0.06,0.08,537,584,358,50,68,Foxie,https://www.vlr.gg/player/2841/foxie?timespan=all
,,,,,,,,,,,,,,,,,DMT,https://www.vlr.gg/player/656/dmt?timespan=all
killjoy,(45) 32%,933,1.03,208.6,1.05,141.0,69%,0.72,0.20,0.10,0.11,669,638,184,95,99,DMT,https://www.vlr.gg/player/656/dmt?timespan=all
jett,(31) 22%,634,0.78,218.5,0.94,131.2,59%,0.75,0.16,0.20,0.21,478,510,101,128,134,DMT,https://www.vlr.gg/player/656/dmt?timespan=all
viper,(14) 10%,283,0.95,192.5,0.94,125.8,68%,0.66,0.25,0.09,0.07,186,198,71,25,20,DMT,https://www.vlr.gg/player/656/dmt?timespan=all
,,,,,,,,,,,,,,,,,Madelyn,https://www.vlr.gg/player/9290/madelyn?timespan=all
sova,(53) 32%,1166,1.03,190.5,1.01,126.1,72%,0.66,0.32,0.07,0.07,772,766,369,77,85,Madelyn,https://www.vlr.gg/player/9290/madelyn?timespan=all
omen,(46) 28%,929,1.10,189.5,1.04,117.9,78%,0.68,0.38,0.08,0.08,636,610,357,76,70,Madelyn,https://www.vlr.gg/player/9290/madelyn?timespan=all
brimstone,(12) 7%,243,1.05,170.1,0.96,110.7,74%,0.63,0.42,0.04,0.09,152,158,101,10,22,Madelyn,https://www.vlr.gg/player/9290/madelyn?timespan=all
,,,,,,,,,,,,,,,,,RXFLEX,https://www.vlr.gg/player/9202/rxflex?timespan=all
jett,(24) 36%,486,1.06,220.6,1.05,141.5,69%,0.76,0.18,0.20,0.20,371,354,88,98,99,RXFLEX,https://www.vlr.gg/player/9202/rxflex?timespan=all
chamber,(14) 21%,278,1.12,240.3,1.19,153.1,71%,0.87,0.15,0.15,0.12,242,204,41,41,34,RXFLEX,https://www.vlr.gg/player/9202/rxflex?timespan=all
omen,(13) 20%,243,1.12,186.5,0.93,117.3,69%,0.66,0.25,0.08,0.10,160,172,60,20,24,RXFLEX,https://www.vlr.gg/player/9202/rxflex?timespan=all
,,,,,,,,,,,,,,,,,LuoK1ng,https://www.vlr.gg/player/3045/luok1ng?timespan=all
astra,(128) 41%,2646,1.09,196.8,1.11,127.4,74%,0.71,0.34,0.08,0.07,1890,1709,902,212,175,LuoK1ng,https://www.vlr.gg/player/3045/luok1ng?timespan=all
omen,(98) 32%,2102,1.03,186.6,0.94,123.5,72%,0.66,0.37,0.07,0.09,1382,1467,788,111,132,LuoK1ng,https://www.vlr.gg/player/3045/luok1ng?timespan=all
brimstone,(44) 14%,915,1.00,187.2,0.98,124.4,75%,0.66,0.37,0.07,0.07,603,616,337,48,53,LuoK1ng,https://www.vlr.gg/player/3045/luok1ng?timespan=all
,,,,,,,,,,,,,,,,,PAIN,https://www.vlr.gg/player/3754/pain?timespan=all
sova,(73) 66%,1504,1.05,189.1,0.97,126.2,73%,0.63,0.39,0.05,0.04,948,976,593,71,63,PAIN,https://www.vlr.gg/player/3754/pain?timespan=all
raze,(26) 24%,519,1.11,247.6,1.13,158.6,74%,0.82,0.27,0.12,0.12,427,377,138,63,61,PAIN,https://www.vlr.gg/player/3754/pain?timespan=all
sage,(4) 4%,90,0.77,168.0,0.77,111.6,57%,0.57,0.34,0.07,0.08,51,66,31,6,7,PAIN,https://www.vlr.gg/player/3754/pain?timespan=all
,,,,,,,,,,,,,,,,,sword9,https://www.vlr.gg/player/3049/sword9?timespan=all
skye,(51) 24%,1061,0.88,160.0,0.89,102.1,72%,0.58,0.25,0.07,0.08,616,690,266,71,86,sword9,https://www.vlr.gg/player/3049/sword9?timespan=all
breach,(50) 23%,1043,0.97,172.3,0.99,109.9,73%,0.64,0.31,0.04,0.06,667,674,323,38,66,sword9,https://www.vlr.gg/player/3049/sword9?timespan=all
fade,(45) 21%,922,1.00,171.6,0.96,111.8,74%,0.60,0.37,0.06,0.07,552,573,338,53,62,sword9,https://www.vlr.gg/player/3049/sword9?timespan=all
,,,,,,,,,,,,,,,,,ARES,https://www.vlr.gg/player/9049/ares?timespan=all
sova,(93) 58%,1881,0.92,175.2,0.82,121.4,67%,0.58,0.32,0.07,0.07,1088,1323,598,130,137,ARES,https://www.vlr.gg/player/9049/ares?timespan=all
astra,(21) 13%,466,0.94,180.5,0.91,115.3,68%,0.64,0.26,0.06,0.05,297,326,120,27,24,ARES,https://www.vlr.gg/player/9049/ares?timespan=all
brimstone,(17) 11%,369,0.84,168.6,0.76,109.3,69%,0.56,0.38,0.07,0.08,205,268,139,27,31,ARES,https://www.vlr.gg/player/9049/ares?timespan=all
,,,,,,,,,,,,,,,,,Chainyyy,https://www.vlr.gg/player/2365/chainyyy?timespan=all
sova,(62) 35%,1374,0.83,187.0,0.90,118.3,71%,0.62,0.35,0.07,0.09,846,945,479,88,107,Chainyyy,https://www.vlr.gg/player/2365/chainyyy?timespan=all
killjoy,(46) 26%,949,0.93,184.3,0.95,123.5,69%,0.64,0.19,0.07,0.11,608,641,179,63,104,Chainyyy,https://www.vlr.gg/player/2365/chainyyy?timespan=all
omen,(16) 9%,315,0.86,175.6,0.85,109.8,71%,0.62,0.39,0.09,0.08,194,228,122,29,25,Chainyyy,https://www.vlr.gg/player/2365/chainyyy?timespan=all
,,,,,,,,,,,,,,,,,Iroh,https://www.vlr.gg/player/14792/iroh?timespan=all
brimstone,(29) 28%,630,1.08,193.7,1.04,129.4,75%,0.68,0.44,0.07,0.07,431,415,278,43,42,Iroh,https://www.vlr.gg/player/14792/iroh?timespan=all
sage,(28) 27%,586,0.84,156.8,0.77,102.3,68%,0.55,0.35,0.04,0.06,322,420,207,21,35,Iroh,https://www.vlr.gg/player/14792/iroh?timespan=all
skye,(15) 15%,323,0.88,161.3,0.91,98.9,66%,0.59,0.24,0.06,0.05,191,210,77,19,14,Iroh,https://www.vlr.gg/player/14792/iroh?timespan=all
,,,,,,,,,,,,,,,,,bzt,https://www.vlr.gg/player/164/bzt?timespan=all
raze,(193) 40%,3970,1.14,250.9,1.20,163.9,74%,0.84,0.23,0.16,0.13,3342,2786,913,636,415,bzt,https://www.vlr.gg/player/164/bzt?timespan=all
sova,(91) 19%,1858,1.12,216.1,1.09,145.8,76%,0.72,0.35,0.07,0.05,1347,1238,645,126,101,bzt,https://www.vlr.gg/player/164/bzt?timespan=all
breach,(72) 15%,1518,1.07,192.6,1.00,128.1,76%,0.67,0.49,0.08,0.07,1012,1014,740,115,112,bzt,https://www.vlr.gg/player/164/bzt?timespan=all
,,,,,,,,,,,,,,,,,bld,https://www.vlr.gg/player/951/bld?timespan=all
sage,(140) 36%,2926,1.09,208.1,1.09,136.4,73%,0.75,0.30,0.11,0.11,2191,2010,876,311,278,bld,https://www.vlr.gg/player/951/bld?timespan=all
killjoy,(89) 23%,1883,1.06,212.1,1.10,141.9,70%,0.75,0.16,0.09,0.08,1410,1282,304,169,142,bld,https://www.vlr.gg/player/951/bld?timespan=all
cypher,(55) 14%,1168,1.01,201.0,1.00,129.8,69%,0.71,0.19,0.11,0.09,835,833,221,124,108,bld,https://www.vlr.gg/player/951/bld?timespan=all
,,,,,,,,,,,,,,,,,nolan,https://www.vlr.gg/player/2491/nolan?timespan=all
raze,(40) 19%,808,1.24,271.4,1.23,164.0,77%,0.92,0.25,0.20,0.16,741,604,204,158,127,nolan,https://www.vlr.gg/player/2491/nolan?timespan=all
skye,(29) 14%,597,0.98,198.0,1.00,126.8,76%,0.69,0.39,0.09,0.10,413,414,231,52,62,nolan,https://www.vlr.gg/player/2491/nolan?timespan=all
phoenix,(28) 13%,560,0.83,253.1,1.21,154.5,67%,0.85,0.30,0.20,0.13,478,394,168,114,72,nolan,https://www.vlr.gg/player/2491/nolan?timespan=all
,,,,,,,,,,,,,,,,,azoh,https://www.vlr.gg/player/5436/azoh?timespan=all
sova,(45) 31%,966,0.98,194.4,0.90,132.0,72%,0.64,0.33,0.06,0.08,614,679,318,61,77,azoh,https://www.vlr.gg/player/5436/azoh?timespan=all
viper,(19) 13%,393,0.96,218.0,0.96,131.9,65%,0.73,0.30,0.13,0.13,288,300,119,50,51,azoh,https://www.vlr.gg/player/5436/azoh?timespan=all
jett,(11) 8%,221,0.67,231.0,0.94,134.0,60%,0.78,0.18,0.17,0.22,173,185,40,38,48,azoh,https://www.vlr.gg/player/5436/azoh?timespan=all
,,,,,,,,,,,,,,,,,AjMERiTO,https://www.vlr.gg/player/2696/ajmerito?timespan=all
jett,(119) 50%,2489,0.96,218.6,1.06,130.9,70%,0.74,0.18,0.17,0.15,1854,1745,436,432,378,AjMERiTO,https://www.vlr.gg/player/2696/ajmerito?timespan=all
sova,(69) 29%,1434,1.07,211.9,1.02,140.8,73%,0.71,0.34,0.09,0.07,1015,995,483,126,100,AjMERiTO,https://www.vlr.gg/player/2696/ajmerito?timespan=all
skye,(17) 7%,352,0.97,191.4,1.00,121.6,72%,0.68,0.32,0.12,0.12,240,240,111,41,43,AjMERiTO,https://www.vlr.gg/player/2696/ajmerito?timespan=all
,,,,,,,,,,,,,,,,,Estrella,https://www.vlr.gg/player/25025/estrella?timespan=all
breach,(43) 31%,893,1.01,176.0,0.93,111.7,77%,0.60,0.53,0.05,0.05,538,578,473,41,46,Estrella,https://www.vlr.gg/player/25025/estrella?timespan=all
kayo,(21) 15%,456,1.12,205.0,1.06,132.0,78%,0.70,0.59,0.09,0.10,318,299,269,40,45,Estrella,https://www.vlr.gg/player/25025/estrella?timespan=all
viper,(14) 10%,296,1.07,207.1,1.15,134.5,71%,0.72,0.25,0.06,0.08,212,185,75,18,23,Estrella,https://www.vlr.gg/player/25025/estrella?timespan=all
,,,,,,,,,,,,,,,,,arm1e,https://www.vlr.gg/player/7374/arm1e?timespan=all
omen,(35) 43%,713,1.05,198.9,1.00,128.3,74%,0.69,0.31,0.07,0.07,493,493,224,47,53,arm1e,https://www.vlr.gg/player/7374/arm1e?timespan=all
breach,(13) 16%,274,0.96,200.9,0.92,121.8,68%,0.70,0.28,0.09,0.06,193,209,76,25,16,arm1e,https://www.vlr.gg/player/7374/arm1e?timespan=all
brimstone,(9) 11%,187,1.04,185.1,1.00,125.8,71%,0.64,0.30,0.06,0.07,120,120,57,11,13,arm1e,https://www.vlr.gg/player/7374/arm1e?timespan=all
,,,,,,,,,,,,,,,,,DPJake,https://www.vlr.gg/player/11528/dpjake?timespan=all
omen,(10) 59%,210,0.96,164.9,0.91,102.0,70%,0.62,0.21,0.06,0.03,130,143,45,13,6,DPJake,https://www.vlr.gg/player/11528/dpjake?timespan=all
reyna,(4) 24%,78,0.95,207.3,0.98,124.6,63%,0.71,0.19,0.13,0.15,55,56,15,10,12,DPJake,https://www.vlr.gg/player/11528/dpjake?timespan=all
phoenix,(2) 12%,35,0.53,148.5,0.52,88.0,51%,0.46,0.09,0.11,0.09,16,31,3,4,3,DPJake,https://www.vlr.gg/player/11528/dpjake?timespan=all
,,,,,,,,,,,,,,,,,gMd,https://www.vlr.gg/player/64/gmd?timespan=all
omen,(222) 37%,4652,1.06,209.5,1.11,134.7,73%,0.75,0.31,0.08,0.09,3497,3152,1460,370,418,gMd,https://www.vlr.gg/player/64/gmd?timespan=all
astra,(93) 15%,2026,1.10,206.2,1.15,135.5,76%,0.75,0.33,0.07,0.06,1519,1318,674,141,130,gMd,https://www.vlr.gg/player/64/gmd?timespan=all
breach,(55) 9%,1132,1.01,198.8,1.07,129.1,74%,0.72,0.37,0.06,0.07,819,763,423,67,72,gMd,https://www.vlr.gg/player/64/gmd?timespan=all
,,,,,,,,,,,,,,,,,Fung3,https://www.vlr.gg/player/7848/fung3?timespan=all
omen,(37) 20%,778,0.91,172.7,0.87,107.7,70%,0.62,0.32,0.06,0.09,480,553,248,50,69,Fung3,https://www.vlr.gg/player/7848/fung3?timespan=all
sova,(30) 17%,565,0.93,169.6,0.90,114.0,75%,0.58,0.35,0.07,0.05,325,361,195,42,31,Fung3,https://www.vlr.gg/player/7848/fung3?timespan=all
breach,(27) 15%,581,0.95,170.2,0.92,114.7,74%,0.61,0.38,0.04,0.08,355,384,222,25,46,Fung3,https://www.vlr.gg/player/7848/fung3?timespan=all
,,,,,,,,,,,,,,,,,matti,https://www.vlr.gg/player/1140/matti?timespan=all
viper,(54) 23%,1158,1.03,193.9,1.10,126.5,73%,0.67,0.28,0.07,0.07,781,713,323,83,82,matti,https://www.vlr.gg/player/1140/matti?timespan=all
killjoy,(41) 18%,854,1.01,200.5,1.05,134.8,73%,0.69,0.17,0.07,0.07,591,563,146,63,60,matti,https://www.vlr.gg/player/1140/matti?timespan=all
cypher,(39) 17%,795,0.94,183.2,1.07,118.6,71%,0.65,0.21,0.06,0.05,516,484,166,49,43,matti,https://www.vlr.gg/player/1140/matti?timespan=all
,,,,,,,,,,,,,,,,,junglew0w,https://www.vlr.gg/player/6653/junglew0w?timespan=all
astra,(117) 52%,2432,1.15,200.5,1.20,130.6,75%,0.74,0.27,0.06,0.04,1790,1486,662,144,96,junglew0w,https://www.vlr.gg/player/6653/junglew0w?timespan=all
viper,(50) 22%,1071,1.15,209.6,1.17,139.4,75%,0.74,0.27,0.05,0.05,790,677,286,56,52,junglew0w,https://www.vlr.gg/player/6653/junglew0w?timespan=all
omen,(30) 13%,645,1.01,176.8,1.03,115.2,76%,0.65,0.19,0.05,0.06,417,404,123,33,36,junglew0w,https://www.vlr.gg/player/6653/junglew0w?timespan=all
,,,,,,,,,,,,,,,,,Ayam Bakar,https://www.vlr.gg/player/12216/ayam-bakar?timespan=all
jett,(15) 56%,327,0.90,207.8,0.97,127.7,68%,0.73,0.15,0.13,0.14,239,246,48,42,46,Ayam Bakar,https://www.vlr.gg/player/12216/ayam-bakar?timespan=all
raze,(9) 33%,202,0.93,228.9,1.01,153.6,75%,0.75,0.30,0.11,0.10,152,150,61,22,21,Ayam Bakar,https://www.vlr.gg/player/12216/ayam-bakar?timespan=all
killjoy,(3) 11%,66,1.07,219.0,1.18,144.9,77%,0.80,0.24,0.12,0.08,53,45,16,8,5,Ayam Bakar,https://www.vlr.gg/player/12216/ayam-bakar?timespan=all
,,,,,,,,,,,,,,,,,mw1,https://www.vlr.gg/player/5540/mw1?timespan=all
jett,(80) 47%,1641,1.12,262.1,1.24,154.7,72%,0.90,0.18,0.20,0.15,1481,1196,294,324,243,mw1,https://www.vlr.gg/player/5540/mw1?timespan=all
reyna,(24) 14%,514,1.26,273.4,1.40,166.8,74%,0.97,0.19,0.19,0.14,501,358,97,97,74,mw1,https://www.vlr.gg/player/5540/mw1?timespan=all
neon,(18) 11%,395,0.92,222.5,0.99,145.4,66%,0.76,0.21,0.15,0.19,300,303,84,58,74,mw1,https://www.vlr.gg/player/5540/mw1?timespan=all
,,,,,,,,,,,,,,,,,2zzy,https://www.vlr.gg/player/1005/2zzy?timespan=all
omen,(30) 48%,621,1.08,191.2,1.07,116.5,74%,0.69,0.22,0.08,0.08,427,400,134,50,52,2zzy,https://www.vlr.gg/player/1005/2zzy?timespan=all
sova,(12) 19%,239,,186.4,0.98,117.3,,0.62,0.32,0.07,0.05,149,152,77,16,8,2zzy,https://www.vlr.gg/player/1005/2zzy?timespan=all
sage,(11) 17%,236,0.78,156.3,0.74,84.8,73%,0.55,0.25,0.04,0.08,130,176,60,9,2,2zzy,https://www.vlr.gg/player/1005/2zzy?timespan=all
,,,,,,,,,,,,,,,,,Kairo,https://www.vlr.gg/player/9171/kairo?timespan=all
jett,(25) 23%,501,0.89,204.2,0.95,129.6,70%,0.73,0.13,0.18,0.18,365,383,66,91,92,Kairo,https://www.vlr.gg/player/9171/kairo?timespan=all
sova,(23) 21%,496,1.10,226.4,1.14,147.7,75%,0.81,0.23,0.08,0.10,400,352,116,40,51,Kairo,https://www.vlr.gg/player/9171/kairo?timespan=all
reyna,(18) 17%,351,0.99,229.8,1.11,143.5,70%,0.79,0.18,0.13,0.13,278,251,64,46,47,Kairo,https://www.vlr.gg/player/9171/kairo?timespan=all
,,,,,,,,,,,,,,,,,delus1on,https://www.vlr.gg/player/8727/delus1on?timespan=all
jett,(20) 51%,422,,209.6,1.04,134.2,,0.76,0.16,0.15,0.13,319,308,67,64,54,delus1on,https://www.vlr.gg/player/8727/delus1on?timespan=all
cypher,(16) 41%,332,1.10,229.9,1.42,143.0,75%,0.85,0.27,0.13,0.08,283,200,91,43,26,delus1on,https://www.vlr.gg/player/8727/delus1on?timespan=all
killjoy,(2) 5%,33,1.47,266.5,1.83,180.8,88%,1.00,0.42,0.06,0.06,33,18,14,2,2,delus1on,https://www.vlr.gg/player/8727/delus1on?timespan=all
,,,,,,,,,,,,,,,,,SouhcNi,https://www.vlr.gg/player/556/souhcni?timespan=all
sova,(121) 37%,2514,0.96,186.0,0.99,122.3,73%,0.63,0.34,0.06,0.07,1587,1599,844,163,176,SouhcNi,https://www.vlr.gg/player/556/souhcni?timespan=all
cypher,(80) 25%,1687,0.95,198.3,1.01,127.8,71%,0.70,0.20,0.10,0.10,1181,1167,333,176,165,SouhcNi,https://www.vlr.gg/player/556/souhcni?timespan=all
killjoy,(37) 11%,767,0.92,193.0,0.97,130.1,65%,0.67,0.17,0.10,0.10,515,531,134,73,73,SouhcNi,https://www.vlr.gg/player/556/souhcni?timespan=all
,,,,,,,,,,,,,,,,,monSi,https://www.vlr.gg/player/4385/monsi?timespan=all
viper,(252) 28%,5298,1.02,191.9,1.03,126.4,72%,0.67,0.29,0.07,0.08,3536,3427,1529,384,403,monSi,https://www.vlr.gg/player/4385/monsi?timespan=all
sova,(106) 12%,2130,1.06,181.2,1.03,119.1,76%,0.62,0.35,0.06,0.06,1321,1282,747,118,130,monSi,https://www.vlr.gg/player/4385/monsi?timespan=all
kayo,(99) 11%,1985,1.02,193.5,0.95,123.2,74%,0.65,0.51,0.08,0.09,1286,1348,1020,156,178,monSi,https://www.vlr.gg/player/4385/monsi?timespan=all
,,,,,,,,,,,,,,,,,Jangler,https://www.vlr.gg/player/4001/jangler?timespan=all
astra,(272) 37%,5575,1.08,183.0,1.07,118.0,77%,0.67,0.36,0.05,0.04,3741,3497,1985,255,220,Jangler,https://www.vlr.gg/player/4001/jangler?timespan=all
omen,(265) 36%,5562,1.05,181.5,1.01,116.3,76%,0.66,0.37,0.05,0.05,3660,3614,2085,265,279,Jangler,https://www.vlr.gg/player/4001/jangler?timespan=all
viper,(159) 22%,3277,1.06,186.0,1.07,120.5,74%,0.67,0.31,0.05,0.05,2203,2057,1027,156,156,Jangler,https://www.vlr.gg/player/4001/jangler?timespan=all
,,,,,,,,,,,,,,,,,JhoW,https://www.vlr.gg/player/937/jhow?timespan=all
cypher,(75) 38%,1554,0.85,172.5,0.94,108.5,71%,0.60,0.31,0.06,0.08,940,996,476,99,111,JhoW,https://www.vlr.gg/player/937/jhow?timespan=all
omen,(49) 25%,1021,0.81,165.1,0.90,101.4,73%,0.58,0.25,0.07,0.08,588,653,251,68,85,JhoW,https://www.vlr.gg/player/937/jhow?timespan=all
killjoy,(41) 21%,877,0.84,165.1,0.82,107.4,69%,0.56,0.22,0.06,0.08,495,605,195,55,72,JhoW,https://www.vlr.gg/player/937/jhow?timespan=all
,,,,,,,,,,,,,,,,,supamen,https://www.vlr.gg/player/826/supamen?timespan=all
omen,(136) 40%,2883,1.02,195.6,1.02,125.4,73%,0.70,0.29,0.08,0.09,2011,1966,850,222,246,supamen,https://www.vlr.gg/player/826/supamen?timespan=all
astra,(87) 25%,1802,1.11,194.4,1.13,125.2,76%,0.71,0.39,0.06,0.07,1286,1137,694,113,130,supamen,https://www.vlr.gg/player/826/supamen?timespan=all
viper,(60) 18%,1253,0.98,189.8,0.97,128.6,69%,0.66,0.26,0.06,0.10,822,851,325,79,124,supamen,https://www.vlr.gg/player/826/supamen?timespan=all
,,,,,,,,,,,,,,,,,pecks,https://www.vlr.gg/player/5218/pecks?timespan=all
raze,(48) 32%,1009,1.03,236.7,1.12,150.1,72%,0.81,0.22,0.10,0.13,819,731,222,100,127,pecks,https://www.vlr.gg/player/5218/pecks?timespan=all
reyna,(27) 18%,563,0.97,238.6,1.18,148.3,64%,0.83,0.23,0.11,0.11,468,397,132,64,63,pecks,https://www.vlr.gg/player/5218/pecks?timespan=all
breach,(24) 16%,505,0.90,175.5,0.95,106.5,73%,0.63,0.42,0.05,0.07,317,334,210,27,33,pecks,https://www.vlr.gg/player/5218/pecks?timespan=all
,,,,,,,,,,,,,,,,,Lysoar,https://www.vlr.gg/player/37489/lysoar?timespan=all
killjoy,(59) 35%,1230,1.08,213.0,1.17,137.8,76%,0.75,0.18,0.09,0.08,919,788,221,41,34,Lysoar,https://www.vlr.gg/player/37489/lysoar?timespan=all
viper,(49) 29%,1020,1.02,193.1,1.00,130.6,70%,0.66,0.28,0.09,0.08,673,675,290,41,38,Lysoar,https://www.vlr.gg/player/37489/lysoar?timespan=all
omen,(39) 23%,835,0.79,188.3,1.00,112.0,76%,0.66,0.34,0.05,0.05,551,552,283,31,33,Lysoar,https://www.vlr.gg/player/37489/lysoar?timespan=all
,,,,,,,,,,,,,,,,,Amaterasu,https://www.vlr.gg/player/3270/amaterasu?timespan=all
breach,(77) 17%,1578,1.00,185.7,1.06,121.3,73%,0.67,0.37,0.05,0.05,1057,995,577,85,82,Amaterasu,https://www.vlr.gg/player/3270/amaterasu?timespan=all
