agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
sova,(93) 32%,1927,1.02,206.3,0.98,140.5,70%,0.68,0.37,0.09,0.07,1307,1329,714,164,139,tyti,https://www.vlr.gg/player/2163/tyti?timespan=all
chamber,(31) 11%,680,1.06,234.8,1.12,149.0,68%,0.82,0.15,0.16,0.10,560,499,101,110,69,tyti,https://www.vlr.gg/player/2163/tyti?timespan=all
,,,,,,,,,,,,,,,,,vicious,https://www.vlr.gg/player/909/vicious?timespan=all
sova,(116) 32%,2372,1.12,212.7,1.13,144.5,76%,0.72,0.34,0.06,0.05,1701,1512,806,140,116,vicious,https://www.vlr.gg/player/909/vicious?timespan=all
viper,(64) 18%,1311,1.10,212.3,1.13,139.8,73%,0.75,0.31,0.07,0.08,981,871,411,95,100,vicious,https://www.vlr.gg/player/909/vicious?timespan=all
sage,(46) 13%,971,1.03,209.4,1.08,135.1,73%,0.73,0.37,0.09,0.08,710,658,359,85,75,vicious,https://www.vlr.gg/player/909/vicious?timespan=all
,,,,,,,,,,,,,,,,,Ahren,https://www.vlr.gg/player/13102/ahren?timespan=all
skye,(8) 42%,161,0.75,160.8,0.71,108.0,60%,0.55,0.18,0.06,0.11,89,126,29,10,18,Ahren,https://www.vlr.gg/player/13102/ahren?timespan=all
raze,(6) 32%,122,0.90,206.2,0.78,129.6,61%,0.66,0.19,0.10,0.11,80,102,23,12,13,Ahren,https://www.vlr.gg/player/13102/ahren?timespan=all
sage,(5) 26%,108,0.79,171.4,0.76,105.1,69%,0.58,0.31,0.06,0.07,63,83,34,7,8,Ahren,https://www.vlr.gg/player/13102/ahren?timespan=all
,,,,,,,,,,,,,,,,,LuZ,https://www.vlr.gg/player/1959/luz?timespan=all
killjoy,(53) 38%,1107,1.10,218.3,1.20,146.7,74%,0.75,0.19,0.07,0.06,834,697,205,77,67,LuZ,https://www.vlr.gg/player/1959/luz?timespan=all
cypher,(28) 20%,585,1.10,191.5,1.14,131.3,74%,0.69,0.21,0.07,0.05,406,355,123,39,31,LuZ,https://www.vlr.gg/player/1959/luz?timespan=all
sova,(19) 14%,383,1.31,229.8,1.29,147.8,86%,0.82,0.34,0.07,0.06,315,245,131,28,19,LuZ,https://www.vlr.gg/player/1959/luz?timespan=all
,,,,,,,,,,,,,,,,,koldamenta,https://www.vlr.gg/player/339/koldamenta?timespan=all
sova,(205) 56%,4139,0.94,195.4,1.01,126.9,74%,0.65,0.39,0.06,0.06,2706,2671,1607,258,257,koldamenta,https://www.vlr.gg/player/339/koldamenta?timespan=all
astra,(35) 10%,697,0.89,157.5,0.86,103.2,72%,0.55,0.37,0.07,0.10,385,448,261,48,68,koldamenta,https://www.vlr.gg/player/339/koldamenta?timespan=all
sage,(28) 8%,574,0.91,179.0,0.93,108.9,71%,0.63,0.39,0.05,0.07,363,390,221,30,33,koldamenta,https://www.vlr.gg/player/339/koldamenta?timespan=all
,,,,,,,,,,,,,,,,,Clarenz,https://www.vlr.gg/player/7323/clarenz?timespan=all
omen,(55) 37%,1076,0.97,187.9,1.05,120.0,76%,0.68,0.27,0.06,0.08,732,695,287,61,87,Clarenz,https://www.vlr.gg/player/7323/clarenz?timespan=all
astra,(41) 28%,817,1.05,191.2,1.10,117.6,77%,0.68,0.33,0.04,0.05,558,506,267,32,42,Clarenz,https://www.vlr.gg/player/7323/clarenz?timespan=all
brimstone,(35) 24%,740,1.59,192.8,1.02,120.8,100%,0.67,0.46,0.06,0.07,493,484,339,44,50,Clarenz,https://www.vlr.gg/player/7323/clarenz?timespan=all
,,,,,,,,,,,,,,,,,Skadoodle,https://www.vlr.gg/player/50/skadoodle?timespan=all
jett,(34) 22%,739,,227.4,1.21,136.4,,0.80,0.19,0.16,0.13,590,487,140,119,98,Skadoodle,https://www.vlr.gg/player/50/skadoodle?timespan=all
sage,(31) 20%,612,1.18,188.1,1.12,120.7,80%,0.66,0.29,0.10,0.06,406,363,177,64,13,Skadoodle,https://www.vlr.gg/player/50/skadoodle?timespan=all
sova,(25) 16%,473,,199.8,1.32,125.3,,0.69,0.38,0.07,0.05,327,247,180,35,13,Skadoodle,https://www.vlr.gg/player/50/skadoodle?timespan=all
,,,,,,,,,,,,,,,,,BadmaN,https://www.vlr.gg/player/8048/badman?timespan=all
killjoy,(78) 25%,1648,0.97,211.1,1.01,137.4,69%,0.71,0.19,0.09,0.10,1174,1158,305,151,160,BadmaN,https://www.vlr.gg/player/8048/badman?timespan=all
viper,(72) 23%,1488,0.91,185.4,0.89,120.6,66%,0.64,0.28,0.07,0.10,945,1058,418,103,145,BadmaN,https://www.vlr.gg/player/8048/badman?timespan=all
brimstone,(44) 14%,924,0.95,187.0,0.90,125.6,71%,0.64,0.33,0.06,0.08,595,660,306,51,71,BadmaN,https://www.vlr.gg/player/8048/badman?timespan=all
,,,,,,,,,,,,,,,,,Okeanos,https://www.vlr.gg/player/8373/okeanos?timespan=all
jett,(261) 43%,5424,1.07,248.0,1.15,154.4,68%,0.88,0.16,0.22,0.18,4746,4113,878,1213,969,Okeanos,https://www.vlr.gg/player/8373/okeanos?timespan=all
raze,(121) 20%,2505,1.08,255.6,1.12,167.0,72%,0.86,0.22,0.21,0.17,2149,1922,543,513,412,Okeanos,https://www.vlr.gg/player/8373/okeanos?timespan=all
chamber,(114) 19%,2314,1.11,244.4,1.22,154.3,68%,0.89,0.12,0.19,0.14,2056,1691,283,448,320,Okeanos,https://www.vlr.gg/player/8373/okeanos?timespan=all
,,,,,,,,,,,,,,,,,Abdur,https://www.vlr.gg/player/15437/abdur?timespan=all
astra,(55) 32%,1107,0.90,163.8,0.89,110.5,70%,0.61,0.29,0.07,0.07,672,756,323,77,81,Abdur,https://www.vlr.gg/player/15437/abdur?timespan=all
brimstone,(32) 19%,659,0.95,175.8,0.89,111.9,72%,0.62,0.36,0.05,0.06,408,456,238,34,37,Abdur,https://www.vlr.gg/player/15437/abdur?timespan=all
omen,(26) 15%,541,1.00,187.2,0.98,121.2,72%,0.67,0.34,0.06,0.07,365,371,184,34,40,Abdur,https://www.vlr.gg/player/15437/abdur?timespan=all
,,,,,,,,,,,,,,,,,REV1,https://www.vlr.gg/player/1946/rev1?timespan=all
breach,(26) 33%,505,,182.7,0.81,114.1,,0.60,0.45,0.09,0.10,303,376,226,45,48,REV1,https://www.vlr.gg/player/1946/rev1?timespan=all
raze,(19) 24%,391,0.95,213.6,0.87,143.0,66%,0.68,0.24,0.13,0.20,264,303,94,52,80,REV1,https://www.vlr.gg/player/1946/rev1?timespan=all
jett,(17) 22%,352,1.01,247.3,1.14,144.8,69%,0.86,0.13,0.23,0.15,303,265,47,81,54,REV1,https://www.vlr.gg/player/1946/rev1?timespan=all
,,,,,,,,,,,,,,,,,MILKY,https://www.vlr.gg/player/22828/milky?timespan=all
omen,(52) 25%,1064,1.10,194.9,1.09,123.6,74%,0.69,0.48,0.08,0.08,738,679,515,81,84,MILKY,https://www.vlr.gg/player/22828/milky?timespan=all
breach,(45) 21%,889,0.94,175.6,0.89,115.5,74%,0.61,0.50,0.05,0.07,546,613,446,43,63,MILKY,https://www.vlr.gg/player/22828/milky?timespan=all
astra,(32) 15%,635,1.05,202.6,1.06,130.5,73%,0.73,0.34,0.09,0.08,463,435,219,59,53,MILKY,https://www.vlr.gg/player/22828/milky?timespan=all
,,,,,,,,,,,,,,,,,WARDELL,https://www.vlr.gg/player/72/wardell?timespan=all
jett,(250) 65%,4984,1.26,257.1,1.50,153.4,76%,0.93,0.14,0.19,0.09,4639,3101,699,927,366,WARDELL,https://www.vlr.gg/player/72/wardell?timespan=all
chamber,(76) 20%,1579,1.27,240.7,1.50,150.8,74%,0.89,0.12,0.15,0.09,1406,939,189,233,146,WARDELL,https://www.vlr.gg/player/72/wardell?timespan=all
sova,(22) 6%,434,,235.2,1.58,,,0.89,0.26,0.13,,385,243,111,56,0,WARDELL,https://www.vlr.gg/player/72/wardell?timespan=all
,,,,,,,,,,,,,,,,,MUSAB,https://www.vlr.gg/player/15442/musab?timespan=all
jett,(26) 34%,551,0.92,216.9,0.97,137.3,64%,0.75,0.15,0.20,0.19,415,426,81,109,105,MUSAB,https://www.vlr.gg/player/15442/musab?timespan=all
breach,(14) 18%,292,0.86,176.7,0.84,118.1,69%,0.60,0.31,0.08,0.08,176,210,90,24,22,MUSAB,https://www.vlr.gg/player/15442/musab?timespan=all
chamber,(9) 12%,171,1.09,215.4,1.11,142.2,71%,0.78,0.15,0.13,0.12,133,120,25,22,21,MUSAB,https://www.vlr.gg/player/15442/musab?timespan=all
,,,,,,,,,,,,,,,,,Sparkle,https://www.vlr.gg/player/3947/sparkle?timespan=all
omen,(54) 35%,1135,0.80,234.6,1.18,142.5,61%,0.85,0.14,0.12,0.15,970,825,161,133,166,Sparkle,https://www.vlr.gg/player/3947/sparkle?timespan=all
jett,(30) 19%,615,0.85,231.8,1.06,136.8,66%,0.82,0.14,0.21,0.17,503,475,88,132,104,Sparkle,https://www.vlr.gg/player/3947/sparkle?timespan=all
viper,(26) 17%,514,0.94,210.8,1.02,136.0,67%,0.72,0.23,0.10,0.12,368,360,117,51,60,Sparkle,https://www.vlr.gg/player/3947/sparkle?timespan=all
,,,,,,,,,,,,,,,,,NORGAC,https://www.vlr.gg/player/5779/norgac?timespan=all
sova,(57) 58%,1215,1.03,188.5,1.02,125.1,73%,0.65,0.33,0.05,0.07,794,775,396,63,81,NORGAC,https://www.vlr.gg/player/5779/norgac?timespan=all
skye,(18) 18%,383,0.98,177.8,1.00,113.2,72%,0.64,0.18,0.06,0.07,244,243,68,24,28,NORGAC,https://www.vlr.gg/player/5779/norgac?timespan=all
kayo,(12) 12%,243,1.04,195.1,1.01,131.7,69%,0.69,0.40,0.04,0.07,167,166,98,9,16,NORGAC,https://www.vlr.gg/player/5779/norgac?timespan=all
,,,,,,,,,,,,,,,,,MOLSI,https://www.vlr.gg/player/1281/molsi?timespan=all
sova,(154) 38%,3081,1.23,230.6,1.32,153.2,78%,0.80,0.37,0.10,0.06,2453,1855,1145,299,187,MOLSI,https://www.vlr.gg/player/1281/molsi?timespan=all
raze,(58) 14%,1199,1.16,260.9,1.25,167.7,75%,0.88,0.21,0.13,0.11,1060,847,254,161,134,MOLSI,https://www.vlr.gg/player/1281/molsi?timespan=all
skye,(38) 9%,782,1.11,214.0,1.18,138.2,75%,0.79,0.31,0.10,0.08,615,520,239,76,64,MOLSI,https://www.vlr.gg/player/1281/molsi?timespan=all
,,,,,,,,,,,,,,,,,JoXJo,https://www.vlr.gg/player/4663/joxjo?timespan=all
breach,(101) 40%,2071,0.98,182.6,0.95,120.3,73%,0.63,0.45,0.06,0.08,1303,1377,934,119,171,JoXJo,https://www.vlr.gg/player/4663/joxjo?timespan=all
kayo,(40) 16%,840,1.03,186.1,0.91,120.8,77%,0.60,0.65,0.08,0.07,506,557,543,69,60,JoXJo,https://www.vlr.gg/player/4663/joxjo?timespan=all
skye,(24) 9%,531,0.96,178.6,0.99,115.9,73%,0.62,0.31,0.08,0.09,329,331,164,42,50,JoXJo,https://www.vlr.gg/player/4663/joxjo?timespan=all
,,,,,,,,,,,,,,,,,lorenzo,https://www.vlr.gg/player/13197/lorenzo?timespan=all
omen,(18) 35%,378,0.90,166.2,0.85,107.0,75%,0.60,0.42,0.04,0.04,228,269,159,17,14,lorenzo,https://www.vlr.gg/player/13197/lorenzo?timespan=all
viper,(14) 27%,303,0.96,195.0,0.94,126.5,70%,0.69,0.33,0.05,0.06,208,221,100,16,18,lorenzo,https://www.vlr.gg/player/13197/lorenzo?timespan=all
astra,(13) 25%,278,1.04,197.6,1.01,125.0,74%,0.73,0.39,0.05,0.08,204,202,109,15,22,lorenzo,https://www.vlr.gg/player/13197/lorenzo?timespan=all
,,,,,,,,,,,,,,,,,McKonsti,https://www.vlr.gg/player/3926/mckonsti?timespan=all
killjoy,(81) 38%,1684,1.12,219.1,1.21,143.3,75%,0.75,0.20,0.07,0.05,1264,1046,335,116,83,McKonsti,https://www.vlr.gg/player/3926/mckonsti?timespan=all
viper,(61) 29%,1211,1.16,216.3,1.20,140.5,75%,0.74,0.32,0.09,0.07,892,744,384,114,88,McKonsti,https://www.vlr.gg/player/3926/mckonsti?timespan=all
cypher,(41) 19%,816,1.01,188.6,1.11,123.3,75%,0.68,0.23,0.05,0.07,552,499,190,42,57,McKonsti,https://www.vlr.gg/player/3926/mckonsti?timespan=all
,,,,,,,,,,,,,,,,,PureR,https://www.vlr.gg/player/1857/purer?timespan=all
jett,(282) 56%,5755,1.06,231.6,1.15,141.4,72%,0.82,0.16,0.18,0.15,4744,4108,931,1036,835,PureR,https://www.vlr.gg/player/1857/purer?timespan=all
raze,(93) 18%,2035,1.12,251.9,1.18,161.9,74%,0.86,0.22,0.14,0.12,1745,1476,446,286,250,PureR,https://www.vlr.gg/player/1857/purer?timespan=all
sage,(61) 12%,1253,1.07,203.9,1.11,129.8,74%,0.74,0.31,0.10,0.08,924,834,394,121,104,PureR,https://www.vlr.gg/player/1857/purer?timespan=all
,,,,,,,,,,,,,,,,,Hatred,https://www.vlr.gg/player/8503/hatred?timespan=all
sage,(20) 47%,404,1.02,200.4,1.04,126.9,72%,0.71,0.35,0.11,0.14,286,275,141,45,58,Hatred,https://www.vlr.gg/player/8503/hatred?timespan=all
jett,(19) 44%,398,1.12,253.5,1.08,148.1,67%,0.86,0.16,0.22,0.19,341,316,62,89,76,Hatred,https://www.vlr.gg/player/8503/hatred?timespan=all
reyna,(3) 7%,72,0.82,210.3,0.84,131.0,75%,0.67,0.32,0.17,0.18,48,57,23,12,13,Hatred,https://www.vlr.gg/player/8503/hatred?timespan=all
,,,,,,,,,,,,,,,,,nEzz,https://www.vlr.gg/player/4040/nezz?timespan=all
omen,(38) 75%,765,0.82,184.6,0.89,116.0,66%,0.65,0.23,0.08,0.08,499,562,175,60,62,nEzz,https://www.vlr.gg/player/4040/nezz?timespan=all
cypher,(5) 10%,92,,189.4,1.08,123.6,,0.72,0.24,0.02,0.09,66,61,22,2,8,nEzz,https://www.vlr.gg/player/4040/nezz?timespan=all
killjoy,(2) 4%,41,,305.0,1.35,190.5,,1.02,0.24,0.17,0.10,42,31,10,7,4,nEzz,https://www.vlr.gg/player/4040/nezz?timespan=all
,,,,,,,,,,,,,,,,,Bobovo,https://www.vlr.gg/player/19291/bobovo?timespan=all
kayo,(124) 24%,2668,1.01,203.1,0.96,132.5,74%,0.69,0.47,0.09,0.08,1843,1925,1252,241,222,Bobovo,https://www.vlr.gg/player/19291/bobovo?timespan=all
jett,(95) 18%,1976,1.05,234.7,1.09,147.0,70%,0.82,0.16,0.22,0.17,1621,1491,326,437,339,Bobovo,https://www.vlr.gg/player/19291/bobovo?timespan=all
viper,(53) 10%,1080,1.07,217.0,1.08,141.7,74%,0.75,0.30,0.13,0.12,805,745,327,141,126,Bobovo,https://www.vlr.gg/player/19291/bobovo?timespan=all
,,,,,,,,,,,,,,,,,steady,https://www.vlr.gg/player/1874/steady?timespan=all
cypher,(77) 45%,1618,0.80,178.0,0.96,118.3,71%,0.64,0.20,0.06,0.08,1038,1082,321,100,114,steady,https://www.vlr.gg/player/1874/steady?timespan=all
killjoy,(32) 19%,638,1.04,205.8,1.06,130.5,76%,0.71,0.18,0.09,0.08,454,430,118,60,49,steady,https://www.vlr.gg/player/1874/steady?timespan=all
astra,(30) 18%,620,1.05,207.4,1.09,131.4,73%,0.75,0.27,0.08,0.08,468,428,165,49,47,steady,https://www.vlr.gg/player/1874/steady?timespan=all
,,,,,,,,,,,,,,,,,chanse,https://www.vlr.gg/player/5121/chanse?timespan=all
jett,(57) 22%,1139,1.03,221.4,1.07,138.5,70%,0.79,0.15,0.16,0.14,897,841,168,178,158,chanse,https://www.vlr.gg/player/5121/chanse?timespan=all
viper,(55) 21%,1151,0.94,191.3,0.92,125.7,67%,0.66,0.25,0.07,0.08,757,824,288,82,90,chanse,https://www.vlr.gg/player/5121/chanse?timespan=all
astra,(51) 19%,1074,1.02,191.2,1.01,126.0,71%,0.70,0.30,0.05,0.06,750,745,321,52,68,chanse,https://www.vlr.gg/player/5121/chanse?timespan=all
,,,,,,,,,,,,,,,,,lxte,https://www.vlr.gg/player/2269/lxte?timespan=all
raze,(58) 36%,1123,1.04,249.7,1.12,156.8,74%,0.83,0.25,0.16,0.16,932,829,286,180,185,lxte,https://www.vlr.gg/player/2269/lxte?timespan=all
viper,(25) 16%,511,0.98,199.5,1.08,131.9,74%,0.69,0.27,0.08,0.07,353,328,137,40,38,lxte,https://www.vlr.gg/player/2269/lxte?timespan=all
cypher,(17) 11%,357,0.94,194.5,0.94,123.3,67%,0.67,0.24,0.08,0.11,240,256,85,30,41,lxte,https://www.vlr.gg/player/2269/lxte?timespan=all
,,,,,,,,,,,,,,,,,Enzo,https://www.vlr.gg/player/114/enzo?timespan=all
sova,(338) 73%,7012,1.11,204.5,1.11,136.9,76%,0.68,0.37,0.07,0.05,4792,4298,2602,475,339,Enzo,https://www.vlr.gg/player/114/enzo?timespan=all
fade,(38) 8%,878,0.98,166.7,0.94,111.2,73%,0.58,0.39,0.03,0.06,508,542,340,30,49,Enzo,https://www.vlr.gg/player/114/enzo?timespan=all
raze,(26) 6%,526,0.91,232.4,1.05,147.5,64%,0.74,0.25,0.11,0.11,390,371,133,56,42,Enzo,https://www.vlr.gg/player/114/enzo?timespan=all
,,,,,,,,,,,,,,,,,S1Mon,https://www.vlr.gg/player/13768/s1mon?timespan=all
breach,(24) 15%,521,0.97,171.5,0.92,110.7,75%,0.61,0.51,0.04,0.03,318,345,265,23,18,S1Mon,https://www.vlr.gg/player/13768/s1mon?timespan=all
kayo,(20) 12%,427,1.06,192.6,0.98,128.1,79%,0.65,0.62,0.06,0.06,276,281,264,27,27,S1Mon,https://www.vlr.gg/player/13768/s1mon?timespan=all
omen,(19) 12%,406,1.18,188.5,0.94,139.8,74%,0.66,0.37,0.08,0.05,267,285,152,29,11,S1Mon,https://www.vlr.gg/player/13768/s1mon?timespan=all
,,,,,,,,,,,,,,,,,neth,https://www.vlr.gg/player/1970/neth?timespan=all
raze,(78) 27%,1573,1.17,244.2,1.33,152.9,73%,0.85,0.20,0.13,0.10,1341,1008,315,208,159,neth,https://www.vlr.gg/player/1970/neth?timespan=all
breach,(36) 13%,766,0.99,175.8,0.93,112.9,74%,0.61,0.55,0.05,0.06,471,506,422,39,44,neth,https://www.vlr.gg/player/1970/neth?timespan=all
killjoy,(35) 12%,744,1.01,193.8,1.04,124.4,71%,0.68,0.14,0.06,0.08,505,485,107,47,61,neth,https://www.vlr.gg/player/1970/neth?timespan=all
,,,,,,,,,,,,,,,,,APO,https://www.vlr.gg/player/1387/apo?timespan=all
cypher,(103) 36%,2064,1.16,205.3,1.17,132.0,76%,0.73,0.22,0.07,0.07,1509,1287,464,154,146,APO,https://www.vlr.gg/player/1387/apo?timespan=all
sova,(53) 18%,1128,1.02,192.1,1.03,132.5,72%,0.67,0.29,0.07,0.05,753,734,326,78,59,APO,https://www.vlr.gg/player/1387/apo?timespan=all
viper,(29) 10%,601,1.08,205.2,1.07,138.4,72%,0.71,0.31,0.09,0.07,428,401,189,56,41,APO,https://www.vlr.gg/player/1387/apo?timespan=all
,,,,,,,,,,,,,,,,,sociablEE,https://www.vlr.gg/player/5568/sociablee?timespan=all
jett,(165) 39%,3474,1.14,261.2,1.25,163.0,71%,0.91,0.16,0.22,0.14,3157,2520,569,756,473,sociablEE,https://www.vlr.gg/player/5568/sociablee?timespan=all
raze,(150) 36%,3116,1.27,276.7,1.30,178.1,77%,0.94,0.23,0.19,0.13,2915,2234,726,605,410,sociablEE,https://www.vlr.gg/player/5568/sociablee?timespan=all
sova,(34) 8%,696,1.21,233.7,1.28,157.3,79%,0.80,0.34,0.09,0.07,555,433,240,66,47,sociablEE,https://www.vlr.gg/player/5568/sociablee?timespan=all
,,,,,,,,,,,,,,,,,xyN,https://www.vlr.gg/player/6300/xyn?timespan=all
viper,(36) 26%,759,1.20,222.7,1.26,142.2,78%,0.77,0.30,0.09,0.05,583,464,229,69,36,xyN,https://www.vlr.gg/player/6300/xyn?timespan=all
killjoy,(25) 18%,524,1.32,214.5,1.20,144.2,67%,0.77,0.18,0.06,0.06,403,336,96,34,30,xyN,https://www.vlr.gg/player/6300/xyn?timespan=all
cypher,(22) 16%,452,1.20,223.7,1.19,140.6,78%,0.80,0.26,0.08,0.05,363,304,116,37,22,xyN,https://www.vlr.gg/player/6300/xyn?timespan=all
,,,,,,,,,,,,,,,,,curry,https://www.vlr.gg/player/6584/curry?timespan=all
skye,(52) 13%,1057,1.01,199.9,1.05,126.5,74%,0.72,0.27,0.09,0.09,766,728,284,94,90,curry,https://www.vlr.gg/player/6584/curry?timespan=all
kayo,(47) 12%,938,1.23,237.7,1.26,152.3,79%,0.82,0.47,0.10,0.08,771,610,439,91,73,curry,https://www.vlr.gg/player/6584/curry?timespan=all
viper,(41) 10%,839,1.06,212.8,1.14,138.5,71%,0.74,0.29,0.10,0.10,619,542,242,84,81,curry,https://www.vlr.gg/player/6584/curry?timespan=all
,,,,,,,,,,,,,,,,,KnightRider,https://www.vlr.gg/player/3638/knightrider?timespan=all
jett,(252) 58%,5270,1.13,241.4,1.26,147.8,69%,0.88,0.11,0.22,0.15,4641,3677,587,1139,794,KnightRider,https://www.vlr.gg/player/3638/knightrider?timespan=all
chamber,(77) 18%,1641,1.11,226.5,1.23,141.6,67%,0.84,0.08,0.15,0.13,1371,1117,136,253,209,KnightRider,https://www.vlr.gg/player/3638/knightrider?timespan=all
sage,(67) 15%,1365,1.01,202.7,1.05,127.6,67%,0.73,0.24,0.10,0.10,996,949,325,136,142,KnightRider,https://www.vlr.gg/player/3638/knightrider?timespan=all
,,,,,,,,,,,,,,,,,tigene,https://www.vlr.gg/player/162/tigene?timespan=all
breach,(85) 26%,1738,0.89,170.1,0.88,107.0,73%,0.60,0.37,0.07,0.09,1050,1192,636,123,155,tigene,https://www.vlr.gg/player/162/tigene?timespan=all
killjoy,(66) 21%,1323,0.90,182.9,0.89,123.3,69%,0.61,0.21,0.07,0.09,807,903,277,88,125,tigene,https://www.vlr.gg/player/162/tigene?timespan=all
sage,(63) 20%,1285,0.88,181.0,0.94,114.6,67%,0.64,0.33,0.07,0.09,827,882,418,94,54,tigene,https://www.vlr.gg/player/162/tigene?timespan=all
,,,,,,,,,,,,,,,,,Veronica,https://www.vlr.gg/player/26212/veronica?timespan=all
chamber,(16) 55%,310,1.03,206.9,1.06,131.8,67%,0.75,0.15,0.10,0.11,233,219,46,32,34,Veronica,https://www.vlr.gg/player/26212/veronica?timespan=all
fade,(6) 21%,111,0.64,129.5,0.60,89.1,54%,0.47,0.19,0.04,0.08,52,86,21,4,9,Veronica,https://www.vlr.gg/player/26212/veronica?timespan=all
sage,(3) 10%,68,1.15,202.0,1.18,138.0,72%,0.78,0.34,0.12,0.10,53,45,23,8,7,Veronica,https://www.vlr.gg/player/26212/veronica?timespan=all
,,,,,,,,,,,,,,,,,Tommy,https://www.vlr.gg/player/9799/tommy?timespan=all
sova,(27) 42%,584,0.89,154.5,0.86,101.0,76%,0.54,0.29,0.05,0.07,313,362,170,27,38,Tommy,https://www.vlr.gg/player/9799/tommy?timespan=all
sage,(20) 31%,430,0.83,162.0,0.82,96.6,71%,0.54,0.32,0.07,0.09,233,284,136,30,39,Tommy,https://www.vlr.gg/player/9799/tommy?timespan=all
reyna,(10) 16%,210,1.06,212.4,1.03,142.0,70%,0.73,0.20,0.10,0.14,153,148,41,22,29,Tommy,https://www.vlr.gg/player/9799/tommy?timespan=all
,,,,,,,,,,,,,,,,,Doggo,https://www.vlr.gg/player/2752/doggo?timespan=all
sova,(51) 61%,1062,0.93,214.0,0.97,137.3,67%,0.71,0.34,0.11,0.12,753,773,356,118,123,Doggo,https://www.vlr.gg/player/2752/doggo?timespan=all
breach,(15) 18%,276,0.61,207.3,0.97,126.6,68%,0.71,0.47,0.07,0.08,195,202,130,19,23,Doggo,https://www.vlr.gg/player/2752/doggo?timespan=all
sage,(6) 7%,123,0.85,198.2,1.04,112.8,69%,0.72,0.32,0.14,0.21,88,85,39,17,26,Doggo,https://www.vlr.gg/player/2752/doggo?timespan=all
,,,,,,,,,,,,,,,,,OBONE,https://www.vlr.gg/player/36670/obone?timespan=all
omen,(48) 65%,1022,1.09,186.8,0.96,126.2,76%,0.66,0.37,0.05,0.05,676,706,378,33,33,OBONE,https://www.vlr.gg/player/36670/obone?timespan=all
harbor,(8) 11%,162,0.90,174.8,0.84,116.6,68%,0.62,0.34,0.10,0.04,100,119,55,17,7,OBONE,https://www.vlr.gg/player/36670/obone?timespan=all
astra,(8) 11%,155,0.85,187.1,0.92,125.4,67%,0.64,0.31,0.08,0.08,99,108,48,9,8,OBONE,https://www.vlr.gg/player/36670/obone?timespan=all
,,,,,,,,,,,,,,,,,MARCTYLINHO,https://www.vlr.gg/player/3579/marctylinho?timespan=all
sova,(55) 25%,1171,1.07,203.6,1.08,136.3,74%,0.71,0.28,0.06,0.05,833,773,332,73,54,MARCTYLINHO,https://www.vlr.gg/player/3579/marctylinho?timespan=all
fade,(38) 18%,795,1.02,193.4,0.99,121.9,74%,0.66,0.37,0.06,0.04,527,532,296,50,32,MARCTYLINHO,https://www.vlr.gg/player/3579/marctylinho?timespan=all
astra,(24) 11%,487,1.03,182.4,1.06,120.8,75%,0.66,0.37,0.08,0.06,320,303,179,40,29,MARCTYLINHO,https://www.vlr.gg/player/3579/marctylinho?timespan=all
,,,,,,,,,,,,,,,,,sharyk,https://www.vlr.gg/player/381/sharyk?timespan=all
killjoy,(113) 48%,2339,1.02,213.3,1.07,138.7,71%,0.74,0.18,0.09,0.09,1725,1606,426,205,204,sharyk,https://www.vlr.gg/player/381/sharyk?timespan=all
cypher,(108) 46%,2182,0.94,198.6,1.02,124.1,68%,0.69,0.21,0.10,0.10,1515,1486,469,217,208,sharyk,https://www.vlr.gg/player/381/sharyk?timespan=all
viper,(13) 6%,272,1.00,195.2,1.02,135.9,72%,0.68,0.27,0.11,0.11,186,183,74,30,31,sharyk,https://www.vlr.gg/player/381/sharyk?timespan=all
,,,,,,,,,,,,,,,,,MoonBlue,https://www.vlr.gg/player/6404/moonblue?timespan=all
sova,(89) 66%,1841,1.04,197.8,1.01,131.5,70%,0.65,0.36,0.05,0.04,1201,1184,665,88,82,MoonBlue,https://www.vlr.gg/player/6404/moonblue?timespan=all
sage,(13) 10%,260,0.73,157.8,0.76,99.5,65%,0.53,0.27,0.06,0.05,139,184,69,15,12,MoonBlue,https://www.vlr.gg/player/6404/moonblue?timespan=all
cypher,(6) 4%,128,0.91,191.8,0.91,119.5,69%,0.64,0.23,0.05,0.07,82,90,29,6,9,MoonBlue,https://www.vlr.gg/player/6404/moonblue?timespan=all
,,,,,,,,,,,,,,,,,crashies,https://www.vlr.gg/player/4/crashies?timespan=all
sova,(224) 51%,4659,1.11,213.6,1.17,140.3,76%,0.74,0.35,0.07,0.06,3439,2941,1621,318,268,crashies,https://www.vlr.gg/player/4/crashies?timespan=all
skye,(93) 21%,1942,1.01,188.0,1.05,122.0,75%,0.68,0.36,0.06,0.07,1313,1247,705,112,142,crashies,https://www.vlr.gg/player/4/crashies?timespan=all
cypher,(38) 9%,759,0.76,221.3,1.20,115.9,78%,0.79,0.27,0.09,0.08,602,503,207,65,14,crashies,https://www.vlr.gg/player/4/crashies?timespan=all
,,,,,,,,,,,,,,,,,PokemoN,https://www.vlr.gg/player/15456/pokemon?timespan=all
skye,(15) 29%,322,1.10,224.4,1.15,146.8,68%,0.79,0.20,0.11,0.11,254,220,64,37,34,PokemoN,https://www.vlr.gg/player/15456/pokemon?timespan=all
