agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
jett,(13) 42%,274,1.16,254.5,1.15,164.5,66%,0.90,0.11,0.24,0.13,247,214,30,67,36,tkzin,https://www.vlr.gg/player/41224/tkzin?timespan=all
raze,(7) 23%,141,0.89,203.7,0.93,130.5,62%,0.74,0.13,0.19,0.17,104,112,18,27,24,tkzin,https://www.vlr.gg/player/41224/tkzin?timespan=all
kayo,(4) 13%,83,0.75,144.5,0.67,93.6,71%,0.51,0.45,0.07,0.13,42,63,37,6,11,tkzin,https://www.vlr.gg/player/41224/tkzin?timespan=all
,,,,,,,,,,,,,,,,,kumi,https://www.vlr.gg/player/25745/kumi?timespan=all
jett,(122) 42%,2575,1.12,240.1,1.21,152.7,71%,0.87,0.14,0.20,0.16,2229,1839,355,513,405,kumi,https://www.vlr.gg/player/25745/kumi?timespan=all
raze,(71) 25%,1436,1.09,235.6,1.16,154.9,72%,0.82,0.18,0.17,0.16,1176,1018,264,237,235,kumi,https://www.vlr.gg/player/25745/kumi?timespan=all
neon,(35) 12%,704,1.03,238.5,1.11,145.1,72%,0.83,0.21,0.18,0.17,582,526,147,129,123,kumi,https://www.vlr.gg/player/25745/kumi?timespan=all
,,,,,,,,,,,,,,,,,Zeus,https://www.vlr.gg/player/46473/zeus?timespan=all
jett,(8) 40%,161,1.41,312.3,1.49,194.1,75%,1.11,0.12,0.19,0.16,179,120,19,30,25,Zeus,https://www.vlr.gg/player/46473/zeus?timespan=all
raze,(8) 40%,155,1.16,264.4,1.16,173.5,71%,0.89,0.19,0.14,0.14,138,119,30,21,22,Zeus,https://www.vlr.gg/player/46473/zeus?timespan=all
omen,(3) 15%,64,0.84,163.7,0.75,104.3,63%,0.56,0.31,0.03,0.09,36,48,20,2,6,Zeus,https://www.vlr.gg/player/46473/zeus?timespan=all
,,,,,,,,,,,,,,,,,Alyx,https://www.vlr.gg/player/3669/alyx?timespan=all
jett,(67) 36%,1336,1.04,235.3,1.12,146.7,68%,0.82,0.16,0.20,0.16,1101,979,215,264,212,Alyx,https://www.vlr.gg/player/3669/alyx?timespan=all
raze,(52) 28%,1064,0.98,236.4,1.04,152.3,69%,0.80,0.20,0.16,0.17,851,818,216,166,171,Alyx,https://www.vlr.gg/player/3669/alyx?timespan=all
chamber,(26) 14%,528,1.17,242.8,1.26,152.5,66%,0.88,0.09,0.20,0.13,466,369,46,103,71,Alyx,https://www.vlr.gg/player/3669/alyx?timespan=all
,,,,,,,,,,,,,,,,,al1en,https://www.vlr.gg/player/3860/al1en?timespan=all
omen,(157) 55%,3216,1.09,206.1,1.10,131.5,76%,0.72,0.41,0.09,0.08,2327,2119,1314,284,246,al1en,https://www.vlr.gg/player/3860/al1en?timespan=all
viper,(50) 17%,995,1.04,201.7,1.04,129.1,74%,0.69,0.31,0.07,0.06,687,663,304,69,63,al1en,https://www.vlr.gg/player/3860/al1en?timespan=all
astra,(21) 7%,426,1.11,200.5,1.20,130.5,79%,0.73,0.35,0.08,0.05,312,261,151,34,21,al1en,https://www.vlr.gg/player/3860/al1en?timespan=all
,,,,,,,,,,,,,,,,,Harmful,https://www.vlr.gg/player/1814/harmful?timespan=all
jett,(254) 46%,5231,1.08,244.1,1.16,151.9,69%,0.86,0.15,0.21,0.18,4515,3887,799,1121,918,Harmful,https://www.vlr.gg/player/1814/harmful?timespan=all
chamber,(170) 31%,3570,1.09,235.0,1.18,148.8,68%,0.85,0.13,0.18,0.14,3025,2562,481,641,503,Harmful,https://www.vlr.gg/player/1814/harmful?timespan=all
cypher,(64) 12%,1324,1.06,223.1,1.14,146.5,69%,0.81,0.20,0.14,0.12,1067,932,267,180,160,Harmful,https://www.vlr.gg/player/1814/harmful?timespan=all
,,,,,,,,,,,,,,,,,Dignified,https://www.vlr.gg/player/44251/dignified?timespan=all
skye,(26) 52%,523,1.08,201.7,1.08,132.9,75%,0.72,0.45,0.07,0.05,377,350,234,36,25,Dignified,https://www.vlr.gg/player/44251/dignified?timespan=all
kayo,(17) 34%,361,1.04,194.4,0.96,126.3,75%,0.68,0.58,0.06,0.07,246,257,208,22,26,Dignified,https://www.vlr.gg/player/44251/dignified?timespan=all
gekko,(3) 6%,65,1.03,188.0,1.07,130.0,69%,0.71,0.18,0.02,0.03,46,43,12,1,2,Dignified,https://www.vlr.gg/player/44251/dignified?timespan=all
,,,,,,,,,,,,,,,,,xenon,https://www.vlr.gg/player/3806/xenon?timespan=all
omen,(211) 48%,4230,1.04,193.0,1.09,121.9,75%,0.70,0.35,0.08,0.08,2957,2715,1463,357,341,xenon,https://www.vlr.gg/player/3806/xenon?timespan=all
viper,(96) 22%,1989,1.07,196.6,1.08,126.9,74%,0.70,0.26,0.07,0.07,1391,1286,513,145,136,xenon,https://www.vlr.gg/player/3806/xenon?timespan=all
astra,(66) 15%,1353,1.09,194.2,1.09,126.8,76%,0.71,0.31,0.08,0.06,957,876,426,109,85,xenon,https://www.vlr.gg/player/3806/xenon?timespan=all
,,,,,,,,,,,,,,,,,N4RRATE,https://www.vlr.gg/player/36245/n4rrate?timespan=all
jett,(20) 22%,441,1.14,252.9,1.15,159.1,71%,0.88,0.21,0.23,0.15,388,337,92,103,67,N4RRATE,https://www.vlr.gg/player/36245/n4rrate?timespan=all
gekko,(20) 22%,426,1.17,229.5,1.21,150.9,75%,0.81,0.32,0.08,0.08,345,284,137,34,34,N4RRATE,https://www.vlr.gg/player/36245/n4rrate?timespan=all
raze,(20) 22%,413,1.14,257.4,1.15,171.4,73%,0.86,0.23,0.19,0.14,357,311,94,78,56,N4RRATE,https://www.vlr.gg/player/36245/n4rrate?timespan=all
,,,,,,,,,,,,,,,,,kuroza,https://www.vlr.gg/player/11458/kuroza?timespan=all
omen,(30) 34%,610,0.98,177.4,0.91,117.6,70%,0.63,0.41,0.05,0.07,382,422,251,28,42,kuroza,https://www.vlr.gg/player/11458/kuroza?timespan=all
killjoy,(21) 24%,410,0.95,173.3,1.00,117.7,69%,0.63,0.12,0.06,0.08,260,260,51,24,31,kuroza,https://www.vlr.gg/player/11458/kuroza?timespan=all
harbor,(9) 10%,179,0.74,154.4,0.68,101.3,71%,0.53,0.39,0.06,0.05,94,139,69,11,9,kuroza,https://www.vlr.gg/player/11458/kuroza?timespan=all
,,,,,,,,,,,,,,,,,deminatiX,https://www.vlr.gg/player/21584/deminatix?timespan=all
jett,(57) 46%,1190,0.97,227.5,1.02,145.9,67%,0.80,0.12,0.23,0.21,952,933,144,269,253,deminatiX,https://www.vlr.gg/player/21584/deminatix?timespan=all
raze,(45) 36%,989,1.07,249.6,1.09,161.7,70%,0.81,0.22,0.19,0.20,803,735,215,187,197,deminatiX,https://www.vlr.gg/player/21584/deminatix?timespan=all
neon,(8) 6%,173,0.90,213.8,1.03,134.4,61%,0.77,0.14,0.17,0.21,133,129,24,29,37,deminatiX,https://www.vlr.gg/player/21584/deminatix?timespan=all
,,,,,,,,,,,,,,,,,phequa,https://www.vlr.gg/player/22826/phequa?timespan=all
jett,(70) 48%,1384,1.06,236.5,1.11,152.0,67%,0.84,0.15,0.20,0.17,1162,1049,203,272,239,phequa,https://www.vlr.gg/player/22826/phequa?timespan=all
neon,(29) 20%,610,1.07,248.1,1.12,157.5,67%,0.86,0.20,0.20,0.20,523,467,122,122,119,phequa,https://www.vlr.gg/player/22826/phequa?timespan=all
raze,(15) 10%,306,1.02,223.6,1.04,147.4,68%,0.76,0.16,0.18,0.19,234,226,49,54,58,phequa,https://www.vlr.gg/player/22826/phequa?timespan=all
,,,,,,,,,,,,,,,,,Naifma7,https://www.vlr.gg/player/40212/naifma7?timespan=all
sova,(23) 25%,503,1.00,187.3,0.98,130.7,71%,0.69,0.19,0.06,0.05,347,353,98,31,24,Naifma7,https://www.vlr.gg/player/40212/naifma7?timespan=all
jett,(23) 25%,487,1.09,220.2,1.14,147.8,70%,0.83,0.13,0.17,0.11,402,352,61,84,54,Naifma7,https://www.vlr.gg/player/40212/naifma7?timespan=all
raze,(20) 22%,430,1.00,226.0,1.01,150.0,68%,0.79,0.14,0.13,0.17,338,334,62,57,74,Naifma7,https://www.vlr.gg/player/40212/naifma7?timespan=all
,,,,,,,,,,,,,,,,,Nicc,https://www.vlr.gg/player/11524/nicc?timespan=all
kayo,(38) 19%,792,,196.4,1.00,,,0.68,0.54,0.05,0.10,539,537,430,12,15,Nicc,https://www.vlr.gg/player/11524/nicc?timespan=all
omen,(31) 15%,676,1.05,192.0,1.02,122.6,78%,0.68,0.45,0.07,0.05,458,448,307,43,29,Nicc,https://www.vlr.gg/player/11524/nicc?timespan=all
breach,(25) 12%,524,1.18,160.0,0.84,126.9,83%,0.57,0.48,0.03,0.06,301,358,254,4,6,Nicc,https://www.vlr.gg/player/11524/nicc?timespan=all
,,,,,,,,,,,,,,,,,XXiF,https://www.vlr.gg/player/1023/xxif?timespan=all
cypher,(137) 23%,2788,1.16,221.3,1.25,143.9,75%,0.78,0.24,0.10,0.07,2184,1744,660,290,182,XXiF,https://www.vlr.gg/player/1023/xxif?timespan=all
jett,(91) 15%,1865,1.20,248.4,1.35,156.3,72%,0.89,0.15,0.19,0.11,1662,1231,285,348,211,XXiF,https://www.vlr.gg/player/1023/xxif?timespan=all
raze,(89) 15%,1824,1.17,245.5,1.23,160.6,76%,0.83,0.25,0.14,0.10,1511,1226,448,252,186,XXiF,https://www.vlr.gg/player/1023/xxif?timespan=all
,,,,,,,,,,,,,,,,,Spiky,https://www.vlr.gg/player/14296/spiky?timespan=all
breach,(63) 23%,1322,0.97,184.8,0.90,121.6,73%,0.63,0.48,0.05,0.05,834,927,634,61,69,Spiky,https://www.vlr.gg/player/14296/spiky?timespan=all
omen,(54) 19%,1109,1.08,196.9,1.05,124.7,78%,0.69,0.53,0.07,0.05,764,728,591,83,60,Spiky,https://www.vlr.gg/player/14296/spiky?timespan=all
kayo,(42) 15%,886,1.03,201.6,0.97,130.8,73%,0.69,0.50,0.08,0.08,608,629,445,71,70,Spiky,https://www.vlr.gg/player/14296/spiky?timespan=all
,,,,,,,,,,,,,,,,,Babax,https://www.vlr.gg/player/3563/babax?timespan=all
omen,(96) 46%,2043,1.00,191.4,0.97,123.3,75%,0.67,0.32,0.07,0.07,1363,1399,652,153,148,Babax,https://www.vlr.gg/player/3563/babax?timespan=all
astra,(42) 20%,902,1.10,212.6,1.09,143.0,73%,0.75,0.32,0.10,0.07,673,619,285,89,64,Babax,https://www.vlr.gg/player/3563/babax?timespan=all
viper,(21) 10%,404,0.93,198.2,0.95,128.9,69%,0.68,0.27,0.08,0.08,274,288,111,33,32,Babax,https://www.vlr.gg/player/3563/babax?timespan=all
,,,,,,,,,,,,,,,,,Vorwenn,https://www.vlr.gg/player/20271/vorwenn?timespan=all
sova,(70) 30%,1506,1.00,187.8,0.97,127.9,74%,0.66,0.26,0.05,0.04,989,1016,388,82,65,Vorwenn,https://www.vlr.gg/player/20271/vorwenn?timespan=all
jett,(29) 12%,598,0.89,196.9,0.91,133.1,70%,0.70,0.19,0.16,0.16,416,457,113,95,94,Vorwenn,https://www.vlr.gg/player/20271/vorwenn?timespan=all
viper,(24) 10%,492,1.15,213.6,1.19,139.3,78%,0.74,0.33,0.08,0.07,362,305,163,39,35,Vorwenn,https://www.vlr.gg/player/20271/vorwenn?timespan=all
,,,,,,,,,,,,,,,,,woddy,https://www.vlr.gg/player/3450/woddy?timespan=all
sova,(44) 19%,924,1.18,211.9,1.18,143.0,74%,0.76,0.28,0.07,0.05,698,592,260,68,46,woddy,https://www.vlr.gg/player/3450/woddy?timespan=all
fade,(40) 17%,809,0.98,186.3,0.94,120.8,74%,0.64,0.34,0.05,0.07,521,556,275,38,56,woddy,https://www.vlr.gg/player/3450/woddy?timespan=all
breach,(37) 16%,765,1.00,184.4,0.99,124.8,73%,0.67,0.30,0.05,0.07,512,517,233,39,50,woddy,https://www.vlr.gg/player/3450/woddy?timespan=all
,,,,,,,,,,,,,,,,,DaviH,https://www.vlr.gg/player/10885/davih?timespan=all
sova,(99) 33%,2026,1.16,201.8,1.24,140.5,76%,0.71,0.31,0.06,0.05,1444,1160,628,114,94,DaviH,https://www.vlr.gg/player/10885/davih?timespan=all
omen,(27) 9%,572,1.39,234.8,1.38,144.2,81%,0.86,0.37,0.10,0.07,491,357,209,58,40,DaviH,https://www.vlr.gg/player/10885/davih?timespan=all
sage,(26) 9%,524,1.17,217.8,1.32,139.2,76%,0.78,0.31,0.08,0.07,409,309,163,43,38,DaviH,https://www.vlr.gg/player/10885/davih?timespan=all
,,,,,,,,,,,,,,,,,Wrath,https://www.vlr.gg/player/7584/wrath?timespan=all
omen,(19) 23%,380,0.89,172.1,0.80,109.7,70%,0.59,0.43,0.04,0.03,226,281,162,14,12,Wrath,https://www.vlr.gg/player/7584/wrath?timespan=all
astra,(13) 15%,274,1.05,206.5,0.97,139.9,70%,0.72,0.34,0.08,0.07,198,204,93,23,18,Wrath,https://www.vlr.gg/player/7584/wrath?timespan=all
breach,(12) 14%,257,0.85,172.2,0.79,111.3,73%,0.61,0.35,0.05,0.05,158,199,90,14,13,Wrath,https://www.vlr.gg/player/7584/wrath?timespan=all
,,,,,,,,,,,,,,,,,ExiT,https://www.vlr.gg/player/11917/exit?timespan=all
jett,(184) 47%,3785,1.06,232.1,1.14,146.7,70%,0.82,0.16,0.19,0.16,3086,2706,593,731,591,ExiT,https://www.vlr.gg/player/11917/exit?timespan=all
raze,(52) 13%,1108,1.01,226.3,1.04,148.4,70%,0.77,0.19,0.16,0.16,851,820,215,175,181,ExiT,https://www.vlr.gg/player/11917/exit?timespan=all
chamber,(31) 8%,687,1.22,240.9,1.32,152.7,72%,0.86,0.13,0.20,0.11,589,445,89,134,77,ExiT,https://www.vlr.gg/player/11917/exit?timespan=all
,,,,,,,,,,,,,,,,,gio,https://www.vlr.gg/player/15542/gio?timespan=all
skye,(38) 21%,812,0.93,185.4,0.90,124.7,69%,0.66,0.34,0.05,0.09,534,592,275,42,77,gio,https://www.vlr.gg/player/15542/gio?timespan=all
jett,(32) 18%,648,0.98,217.7,1.00,136.8,65%,0.75,0.16,0.14,0.13,488,487,102,92,85,gio,https://www.vlr.gg/player/15542/gio?timespan=all
kayo,(21) 12%,429,1.04,207.0,0.94,135.2,71%,0.71,0.50,0.07,0.07,306,325,215,32,32,gio,https://www.vlr.gg/player/15542/gio?timespan=all
,,,,,,,,,,,,,,,,,dRKY,https://www.vlr.gg/player/11516/drky?timespan=all
skye,(32) 23%,700,0.96,174.1,0.97,112.4,75%,0.63,0.34,0.06,0.05,441,455,240,43,34,dRKY,https://www.vlr.gg/player/11516/drky?timespan=all
breach,(29) 21%,624,1.00,167.7,0.94,110.0,75%,0.60,0.42,0.03,0.03,375,400,261,19,20,dRKY,https://www.vlr.gg/player/11516/drky?timespan=all
kayo,(25) 18%,510,1.07,200.3,0.98,131.3,75%,0.70,0.53,0.05,0.06,359,368,271,28,32,dRKY,https://www.vlr.gg/player/11516/drky?timespan=all
,,,,,,,,,,,,,,,,,Anima,https://www.vlr.gg/player/12774/anima?timespan=all
skye,(60) 33%,1261,1.15,201.5,1.14,133.8,81%,0.71,0.46,0.06,0.05,892,780,580,71,68,Anima,https://www.vlr.gg/player/12774/anima?timespan=all
breach,(60) 33%,1225,1.13,197.5,1.11,130.4,79%,0.70,0.49,0.07,0.05,862,779,599,80,60,Anima,https://www.vlr.gg/player/12774/anima?timespan=all
kayo,(30) 17%,646,1.03,184.6,0.87,125.8,74%,0.60,0.60,0.06,0.06,385,441,390,39,39,Anima,https://www.vlr.gg/player/12774/anima?timespan=all
,,,,,,,,,,,,,,,,,ShahZaM,https://www.vlr.gg/player/46/shahzam?timespan=all
sova,(184) 43%,3859,1.11,199.5,1.13,131.6,75%,0.69,0.33,0.06,0.05,2664,2362,1279,242,182,ShahZaM,https://www.vlr.gg/player/46/shahzam?timespan=all
jett,(165) 39%,3460,1.13,234.9,1.22,142.0,72%,0.84,0.15,0.15,0.12,2903,2375,530,524,382,ShahZaM,https://www.vlr.gg/player/46/shahzam?timespan=all
breach,(45) 11%,967,0.88,204.7,1.12,115.9,68%,0.75,0.31,0.10,0.09,726,649,297,95,42,ShahZaM,https://www.vlr.gg/player/46/shahzam?timespan=all
,,,,,,,,,,,,,,,,,K4DAVRA,https://www.vlr.gg/player/20871/k4davra?timespan=all
jett,(91) 27%,1884,1.16,251.8,1.35,152.4,73%,0.91,0.14,0.18,0.13,1708,1265,259,341,237,K4DAVRA,https://www.vlr.gg/player/20871/k4davra?timespan=all
reyna,(28) 8%,607,1.27,264.8,1.35,160.1,76%,0.94,0.20,0.15,0.11,573,426,122,94,67,K4DAVRA,https://www.vlr.gg/player/20871/k4davra?timespan=all
raze,(28) 8%,585,1.23,271.1,1.38,173.0,75%,0.94,0.22,0.17,0.13,551,399,129,97,75,K4DAVRA,https://www.vlr.gg/player/20871/k4davra?timespan=all
,,,,,,,,,,,,,,,,,FallX,https://www.vlr.gg/player/35028/fallx?timespan=all
jett,(58) 45%,1236,1.05,239.7,1.10,155.7,70%,0.86,0.15,0.20,0.17,1057,960,187,242,212,FallX,https://www.vlr.gg/player/35028/fallx?timespan=all
raze,(45) 35%,918,1.04,243.0,1.09,162.3,70%,0.83,0.19,0.18,0.18,764,704,174,168,162,FallX,https://www.vlr.gg/player/35028/fallx?timespan=all
chamber,(9) 7%,189,0.99,197.4,1.09,131.8,66%,0.75,0.08,0.14,0.16,142,130,16,26,30,FallX,https://www.vlr.gg/player/35028/fallx?timespan=all
,,,,,,,,,,,,,,,,,LoRangeZ,https://www.vlr.gg/player/31498/lorangez?timespan=all
omen,(16) 29%,309,1.09,212.2,1.04,135.1,77%,0.74,0.45,0.06,0.08,228,220,140,19,26,LoRangeZ,https://www.vlr.gg/player/31498/lorangez?timespan=all
kayo,(7) 13%,135,1.11,226.6,1.06,144.3,73%,0.75,0.66,0.10,0.07,101,95,89,13,10,LoRangeZ,https://www.vlr.gg/player/31498/lorangez?timespan=all
chamber,(6) 11%,118,0.80,187.2,0.89,118.1,63%,0.66,0.09,0.09,0.14,78,88,11,11,16,LoRangeZ,https://www.vlr.gg/player/31498/lorangez?timespan=all
,,,,,,,,,,,,,,,,,Ivan4ezz,https://www.vlr.gg/player/1347/ivan4ezz?timespan=all
breach,(72) 27%,1489,0.98,192.7,1.00,123.0,71%,0.68,0.40,0.06,0.08,1017,1019,599,96,114,Ivan4ezz,https://www.vlr.gg/player/1347/ivan4ezz?timespan=all
kayo,(46) 17%,942,1.04,203.6,1.01,135.9,75%,0.71,0.47,0.08,0.08,669,660,446,76,78,Ivan4ezz,https://www.vlr.gg/player/1347/ivan4ezz?timespan=all
raze,(44) 17%,927,1.17,255.5,1.23,164.8,73%,0.88,0.17,0.17,0.14,816,663,161,154,134,Ivan4ezz,https://www.vlr.gg/player/1347/ivan4ezz?timespan=all
,,,,,,,,,,,,,,,,,basbabe,https://www.vlr.gg/player/31537/basbabe?timespan=all
omen,(24) 29%,485,1.01,174.6,0.93,109.6,74%,0.61,0.58,0.07,0.06,294,315,280,33,29,basbabe,https://www.vlr.gg/player/31537/basbabe?timespan=all
viper,(13) 16%,283,1.05,198.9,1.01,128.9,71%,0.69,0.36,0.07,0.10,194,192,103,20,28,basbabe,https://www.vlr.gg/player/31537/basbabe?timespan=all
astra,(8) 10%,155,1.01,189.3,1.01,115.9,75%,0.68,0.34,0.06,0.03,105,104,53,9,4,basbabe,https://www.vlr.gg/player/31537/basbabe?timespan=all
,,,,,,,,,,,,,,,,,Kakarot,https://www.vlr.gg/player/9737/kakarot?timespan=all
kayo,(70) 28%,1489,1.06,212.2,0.97,139.2,73%,0.70,0.52,0.07,0.08,1048,1081,777,104,124,Kakarot,https://www.vlr.gg/player/9737/kakarot?timespan=all
jett,(24) 10%,497,1.09,238.4,1.13,150.6,69%,0.83,0.19,0.15,0.12,414,366,96,76,61,Kakarot,https://www.vlr.gg/player/9737/kakarot?timespan=all
raze,(22) 9%,449,0.96,223.4,1.02,151.5,70%,0.76,0.20,0.15,0.14,341,333,92,69,64,Kakarot,https://www.vlr.gg/player/9737/kakarot?timespan=all
,,,,,,,,,,,,,,,,,yay,https://www.vlr.gg/player/881/yay?timespan=all
jett,(154) 43%,3209,1.17,252.5,1.30,152.2,71%,0.89,0.13,0.21,0.14,2866,2201,419,689,441,yay,https://www.vlr.gg/player/881/yay?timespan=all
chamber,(109) 30%,2274,1.22,246.3,1.35,156.0,72%,0.88,0.12,0.19,0.11,2009,1493,276,439,248,yay,https://www.vlr.gg/player/881/yay?timespan=all
sage,(32) 9%,648,1.24,243.1,1.34,151.0,71%,0.88,0.26,0.16,0.10,567,422,170,104,65,yay,https://www.vlr.gg/player/881/yay?timespan=all
,,,,,,,,,,,,,,,,,Rain,https://www.vlr.gg/player/4130/rain?timespan=all
raze,(38) 28%,776,0.97,245.3,1.02,153.5,68%,0.79,0.24,0.22,0.23,613,599,183,174,175,Rain,https://www.vlr.gg/player/4130/rain?timespan=all
sova,(16) 12%,324,0.80,185.0,0.77,125.3,68%,0.61,0.27,0.09,0.15,198,256,88,29,47,Rain,https://www.vlr.gg/player/4130/rain?timespan=all
kayo,(15) 11%,308,0.72,164.5,0.63,106.0,65%,0.51,0.48,0.09,0.13,158,250,148,27,41,Rain,https://www.vlr.gg/player/4130/rain?timespan=all
,,,,,,,,,,,,,,,,,BeYN,https://www.vlr.gg/player/4678/beyn?timespan=all
jett,(63) 34%,1339,1.10,235.1,1.17,150.2,71%,0.83,0.19,0.17,0.14,1107,945,249,219,179,BeYN,https://www.vlr.gg/player/4678/beyn?timespan=all
sova,(44) 23%,920,0.99,184.7,0.99,124.0,72%,0.65,0.24,0.06,0.07,601,609,225,51,65,BeYN,https://www.vlr.gg/player/4678/beyn?timespan=all
raze,(24) 13%,474,1.08,241.8,1.20,146.5,74%,0.84,0.20,0.16,0.12,398,332,95,71,40,BeYN,https://www.vlr.gg/player/4678/beyn?timespan=all
,,,,,,,,,,,,,,,,,scarn,https://www.vlr.gg/player/15636/scarn?timespan=all
jett,(222) 56%,4517,1.14,256.0,1.24,164.7,73%,0.90,0.17,0.22,0.16,4067,3291,759,1003,720,scarn,https://www.vlr.gg/player/15636/scarn?timespan=all
raze,(96) 24%,2038,1.07,250.8,1.13,164.9,73%,0.85,0.19,0.20,0.17,1734,1528,388,399,356,scarn,https://www.vlr.gg/player/15636/scarn?timespan=all
kayo,(25) 6%,518,1.11,235.7,1.07,152.7,75%,0.80,0.46,0.07,0.07,416,388,237,34,36,scarn,https://www.vlr.gg/player/15636/scarn?timespan=all
,,,,,,,,,,,,,,,,,gtn,https://www.vlr.gg/player/1585/gtn?timespan=all
raze,(72) 26%,1466,0.99,231.0,1.14,146.2,75%,0.77,0.26,0.13,0.11,1129,993,378,187,159,gtn,https://www.vlr.gg/player/1585/gtn?timespan=all
kayo,(42) 15%,898,1.04,212.3,1.02,133.5,74%,0.71,0.49,0.10,0.11,634,623,440,86,98,gtn,https://www.vlr.gg/player/1585/gtn?timespan=all
sage,(37) 13%,765,0.99,193.1,1.05,123.1,74%,0.67,0.29,0.09,0.09,515,490,220,70,62,gtn,https://www.vlr.gg/player/1585/gtn?timespan=all
,,,,,,,,,,,,,,,,,KNZY,https://www.vlr.gg/player/8278/knzy?timespan=all
sova,(53) 46%,1107,1.04,194.8,0.98,129.1,76%,0.66,0.36,0.05,0.05,728,743,393,58,57,KNZY,https://www.vlr.gg/player/8278/knzy?timespan=all
skye,(17) 15%,367,0.82,144.5,0.72,96.8,72%,0.49,0.53,0.05,0.07,180,250,196,20,25,KNZY,https://www.vlr.gg/player/8278/knzy?timespan=all
breach,(15) 13%,328,0.96,171.9,0.88,109.5,72%,0.60,0.47,0.04,0.04,197,223,153,12,13,KNZY,https://www.vlr.gg/player/8278/knzy?timespan=all
,,,,,,,,,,,,,,,,,Lando,https://www.vlr.gg/player/4847/lando?timespan=all
omen,(44) 32%,903,0.97,186.3,0.90,118.0,70%,0.66,0.35,0.10,0.09,596,663,319,86,80,Lando,https://www.vlr.gg/player/4847/lando?timespan=all
sage,(22) 16%,482,0.80,162.0,0.80,102.8,71%,0.58,0.35,0.06,0.09,280,352,168,30,43,Lando,https://www.vlr.gg/player/4847/lando?timespan=all
skye,(22) 16%,456,0.96,194.9,1.00,122.2,75%,0.70,0.27,0.09,0.07,319,320,124,42,30,Lando,https://www.vlr.gg/player/4847/lando?timespan=all
,,,,,,,,,,,,,,,,,YouBreak,https://www.vlr.gg/player/6918/youbreak?timespan=all
killjoy,(211) 55%,4483,1.01,206.7,1.06,134.3,69%,0.71,0.18,0.08,0.08,3201,3027,809,352,374,YouBreak,https://www.vlr.gg/player/6918/youbreak?timespan=all
cypher,(73) 19%,1495,0.95,183.1,0.98,120.3,71%,0.65,0.22,0.08,0.08,978,1002,326,121,123,YouBreak,https://www.vlr.gg/player/6918/youbreak?timespan=all
brimstone,(22) 6%,468,1.02,188.2,1.01,127.2,76%,0.65,0.41,0.06,0.05,303,301,192,26,25,YouBreak,https://www.vlr.gg/player/6918/youbreak?timespan=all
,,,,,,,,,,,,,,,,,skz,https://www.vlr.gg/player/36106/skz?timespan=all
kayo,(44) 24%,925,1.04,199.3,0.98,129.6,79%,0.68,0.53,0.08,0.09,632,646,486,78,84,skz,https://www.vlr.gg/player/36106/skz?timespan=all
skye,(39) 21%,811,1.09,206.2,1.05,135.3,73%,0.74,0.38,0.09,0.09,599,568,306,71,77,skz,https://www.vlr.gg/player/36106/skz?timespan=all
breach,(39) 21%,807,1.14,201.9,1.20,131.2,78%,0.73,0.40,0.05,0.06,590,493,320,42,49,skz,https://www.vlr.gg/player/36106/skz?timespan=all
,,,,,,,,,,,,,,,,,Ali,https://www.vlr.gg/player/9835/ali?timespan=all
omen,(259) 46%,5243,1.14,216.8,1.18,138.5,77%,0.76,0.44,0.10,0.09,4009,3395,2291,548,451,Ali,https://www.vlr.gg/player/9835/ali?timespan=all
viper,(80) 14%,1711,1.13,223.9,1.16,150.7,75%,0.78,0.31,0.09,0.08,1331,1147,537,152,139,Ali,https://www.vlr.gg/player/9835/ali?timespan=all
brimstone,(61) 11%,1280,1.22,239.8,1.27,155.2,78%,0.83,0.38,0.12,0.08,1066,839,481,150,99,Ali,https://www.vlr.gg/player/9835/ali?timespan=all
,,,,,,,,,,,,,,,,,norsin,https://www.vlr.gg/player/3305/norsin?timespan=all
killjoy,(97) 30%,2053,1.09,217.9,1.15,144.4,71%,0.77,0.17,0.08,0.08,1588,1380,352,173,171,norsin,https://www.vlr.gg/player/3305/norsin?timespan=all
cypher,(69) 21%,1470,1.08,215.9,1.14,138.5,71%,0.77,0.22,0.08,0.08,1133,994,325,116,121,norsin,https://www.vlr.gg/player/3305/norsin?timespan=all
omen,(47) 14%,1008,0.99,200.6,0.98,131.5,72%,0.72,0.35,0.08,0.07,730,747,352,85,71,norsin,https://www.vlr.gg/player/3305/norsin?timespan=all
,,,,,,,,,,,,,,,,,Roco,https://www.vlr.gg/player/39039/roco?timespan=all
omen,(17) 29%,363,1.00,198.8,0.98,126.0,70%,0.67,0.44,0.07,0.09,242,246,161,27,31,Roco,https://www.vlr.gg/player/39039/roco?timespan=all
astra,(16) 28%,330,0.99,167.9,1.00,109.0,77%,0.58,0.42,0.03,0.08,193,193,139,11,27,Roco,https://www.vlr.gg/player/39039/roco?timespan=all
viper,(6) 10%,124,1.08,231.5,1.09,153.9,69%,0.77,0.26,0.10,0.15,96,88,32,13,18,Roco,https://www.vlr.gg/player/39039/roco?timespan=all
,,,,,,,,,,,,,,,,,Keiko,https://www.vlr.gg/player/11494/keiko?timespan=all
